k,alpha,l_0,f_ref
41.770530338310024,0.05213025240589776,62.07149739329278,7.553614007787106
40.42909340497753,0.04597998468697285,62.24415142565346,5.591807083550032
40.14905256553299,0.03712415730134945,62.511350687563436,4.245554453071431
42.3259830650373,0.058113521807466685,61.87993463209593,8.990088129478062
42.53427209903963,0.054326275918543936,62.051263353651215,7.495290501799662
41.64542972767524,0.04583229470644367,62.290368023544815,5.014074055847971
41.79801741709638,0.0542156684801444,61.98649835381463,8.437711351220063
41.70079539163408,0.04845038347571197,62.20593252546759,6.470562473309749
41.22121060995793,0.05518841411380328,61.953912537295814,8.552009496410953
41.64217744587052,0.05520707138066221,61.976231449704464,7.407321939713708
41.39061835876846,0.05014631235364333,62.11533661616528,6.886000957144568
41.958932799304016,0.05055412612263512,62.17837406293005,5.534513274689581
42.12721955988775,0.045713368594882064,62.33283507047486,5.311122182835994
41.307702908344176,0.053846582710669555,61.97988233634035,8.58779232590147
41.26237626139364,0.0440306337194067,62.33558720489861,4.835978719725466
42.04089596376879,0.052429643652639774,62.076956383914855,7.750117473693165
42.18621503702422,0.056390086207434464,61.96370963865967,8.25211543431659
41.94748156493482,0.048750902596855994,62.22200659108179,5.61669158809508
41.522662310566496,0.05131711705246773,62.08597749517585,7.1025177678878775
41.94824134020761,0.05271016122417434,62.058099372262944,7.72550121354155
41.64480191720625,0.04912398002998559,62.14610104548732,7.236884285098591
41.3342727377525,0.04636790058599828,62.23419808969233,6.228048647151881
40.83406680253601,0.05132097284879016,62.02754778628557,8.465602825175363
40.67094537286989,0.049490784708862236,62.140252321401015,5.993719125568981
40.972169332919805,0.0455835908944563,62.267019786672776,5.462298710186901
41.27531397173358,0.04594235820974321,62.28533252906996,5.715669571913767
41.12693104887609,0.050707884229340784,62.12640211466535,6.368582358807694
40.6336290305789,0.05049964470421004,62.047572926476214,7.371064106932877
41.33893994258447,0.049542602074454316,62.163413668566214,6.330587248789013
41.40553633578138,0.04906994559769051,62.157864773537945,7.129469994394605
41.465223022212456,0.04762305988354808,62.215933991888754,6.022265942476263
40.29383672532946,0.04387536828106759,62.2696445006179,6.0178974928080295
42.31508935913348,0.05582990944378194,61.98420962229659,8.05526947540838
41.463804390166324,0.045334246961048104,62.294422417203904,5.264894040126488
41.04185319131562,0.04412032633766442,62.34274334915555,4.742231701172598
41.065127259796995,0.04210190052202278,62.42418344015038,3.8809393364039235
40.38078683670672,0.04349413079604673,62.30886028385413,4.9509130853452215
42.230914144392614,0.058969419317259596,61.860886002825126,9.011857703626305
40.693997198054234,0.04916621138064356,62.133917871389194,6.384781916197398
42.38466452142812,0.04798901565204063,62.25335317299515,5.827322696253535
42.51416109674471,0.0567023604037,61.98178249950102,8.074552330642707
40.71705033638685,0.05011361440292048,62.09241087601351,7.067927455820226
40.523986703951394,0.04802483369222438,62.12145088170809,7.532368805359036
42.76306495277398,0.04775824447386782,62.30803412193634,5.157893987329205
40.719017613121146,0.041636399390154975,62.354890658356915,5.850165556280875
