k,alpha,l_0,f_ref
42.8306982847115,0.06102829050373029,61.79955496523421,9.706184000669422
43.010037589526355,0.0631586603701318,61.7605629262714,9.90300228757781
43.04455664784009,0.05939537238764627,61.90781641076574,8.145357614493559
43.293463381615055,0.05680181053963051,62.021561330716914,6.903166214979274
43.17981850367852,0.06290390158017896,61.80948385638856,8.363408827515283
43.53782665859044,0.06534802998857159,61.75486059590418,9.125337987345027
42.90197205791186,0.06169904561197499,61.805351216479714,9.175746382097628
43.53460278279229,0.06954501420052063,61.60927335564075,9.925215314720452
42.92806593043167,0.06801972252766163,61.57983843584829,10.984466271525525
42.80269155446512,0.057113991704423675,61.974211966025486,8.127463138474113
43.93408747241278,0.06624703258522278,61.755538654650614,8.837878056898347
43.44017457792693,0.06251955358396497,61.838627807096465,8.23815056819259
42.652058344904795,0.059783566191843183,61.8620740032418,8.238772215625131
43.36312205431166,0.06146122311969884,61.869369344831135,8.431368614482784
42.995811103813594,0.06073439099245161,61.850301841381025,8.401567179848552
43.1481880657801,0.06456699220977145,61.740298224173806,9.378438639753654
43.73591721726236,0.06739499506221723,61.69575645935096,9.513776674281177
42.95952000326783,0.06218390540892749,61.814345368108455,8.647653199951632
42.95372268240066,0.06028261196317858,61.885820562455784,8.468842062471587
43.25010372199973,0.06227300534857161,61.82052124681982,8.928057688401156
42.99531464105604,0.060931055149013175,61.86122143893679,8.017979556952946
42.739347792353556,0.062238120596578704,61.775210147616264,9.011042331604258
43.08700036041462,0.06191651902842991,61.855417465940796,7.7530514305695855
42.516827409543076,0.062497597983688584,61.75557467347937,9.489531765235515
43.245249436481515,0.06523527165579511,61.735600638729856,9.48613982906468
43.069395519930424,0.06451930125212543,61.72716862571508,9.859771363675495
42.666670919401156,0.058312876736850795,61.92549067385243,7.660142038741998
43.25686148592879,0.06212811838321029,61.81908141385994,8.780803928421127
42.472728110608614,0.06034075201974614,61.81372635509973,9.469255610061708
42.84813611484301,0.0625017409991838,61.80720374256847,8.732273585839033
43.42552113066365,0.06449150607496007,61.78629890049093,8.339469569210692
43.48467314021557,0.06565352419418923,61.74113879852021,8.859897654239361
43.26058439238088,0.0629102174434796,61.836198316424344,8.54629151450671
43.29685211440185,0.062377665797844734,61.846728333850756,8.209601498947116
43.104227018845144,0.060333536699366815,61.869088318675566,8.347310664975753
43.181569114210184,0.060623610464521284,61.87034054950986,8.589790304142731
43.50250757150179,0.06496918293087492,61.77490011678799,8.863444089339461
43.33249004793608,0.06706464280821262,61.628903756950265,11.330477817870147
43.326014602686904,0.06259546295052487,61.84522840568883,7.9345464338637335
43.160174346361515,0.06296919254747324,61.78650185129652,9.541138291601367
42.781903060248304,0.06007425916346072,61.86233017948993,8.38542360368818
43.21143267000072,0.06337044156393713,61.787046272602126,8.95862707827152
44.080209192225695,0.07089536602364842,61.56920321992017,11.494032326082412
42.51328452224426,0.05648340879305847,61.98255175237007,7.440450175846692
43.30857618973621,0.06088964421755308,61.89092862717804,7.875104351522437
43.05024376030645,0.057212333529848856,61.99449419932318,6.9129860550447555
42.036384358294484,0.05791802064694132,61.89188421190822,8.097341910177766
43.22656199757881,0.058049152653684225,62.00992607037589,6.279593731540288
42.96040118522373,0.06493540246997977,61.68777647944107,10.906047067479067
42.70226961539021,0.05580118375869559,62.024146928842434,6.998775730590121
43.58051036080042,0.061229108859257766,61.90350314328675,7.302604964912037
42.8306982847115,0.06102829050373029,61.79955496523421,9.706184000669422
43.010037589526355,0.0631586603701318,61.7605629262714,9.90300228757781
43.02088356198004,0.05961044864906351,61.89991124845018,8.27524519160295
43.18284944131759,0.05821760475345182,61.968317482367745,7.357494500297358
43.17981850367852,0.06290390158017896,61.80948385638856,8.363408827515283
43.53782665859044,0.06534802998857159,61.75486059590418,9.125337987345027
42.997926900900794,0.06202312203588474,61.81360505592512,9.007321492090044
43.53460278279229,0.06954501420052063,61.60927335564075,9.925215314720452
43.13895264397786,0.06639893714781486,61.6718029114027,9.8444837631022
42.80269155446512,0.057113991704423675,61.974211966025486,8.127463138474113
43.52412402910708,0.06453782962029676,61.780276400883636,8.757857699329229
43.44017457792693,0.06251955358396497,61.838627807096465,8.23815056819259
42.652058344904795,0.059783566191843183,61.8620740032418,8.238772215625131
43.61154923554752,0.06399441542486514,61.791959803592356,9.455797162546517
42.995811103813594,0.06073439099245161,61.850301841381025,8.401567179848552
43.1896471838282,0.06363655717108882,61.770354162018904,9.150439852075156
43.74440993559196,0.06747512408149192,61.693247200424636,9.531062623241422
43.09046720044325,0.06267971434477317,61.81451188283421,8.426641851120891
42.88479075659868,0.06084688786785627,61.854465727622035,9.021948213655534
43.24900184885107,0.06229662959150132,61.82075601578981,8.952067844107065
42.99531464105604,0.060931055149013175,61.86122143893679,8.017979556952946
42.75080088093481,0.06131163470203635,61.81119136152107,8.851283731386474
42.91165967593453,0.06086504909822069,61.885558331611826,7.349999773675297
42.516827409543076,0.062497597983688584,61.75557467347937,9.489531765235515
43.245249436481515,0.06523527165579511,61.735600638729856,9.48613982906468
43.069395519930424,0.06451930125212543,61.72716862571508,9.859771363675495
42.666670919401156,0.058312876736850795,61.92549067385243,7.660142038741998
43.25686148592879,0.06212811838321029,61.81908141385994,8.780803928421127
42.472728110608614,0.06034075201974614,61.81372635509973,9.469255610061708
42.86724730855193,0.06255930428282475,61.806442466172626,8.73299688715621
43.386742137989934,0.06449453272886863,61.779860126015805,8.505017259049676
43.48467314021557,0.06565352419418923,61.74113879852021,8.859897654239361
43.230616900371636,0.0611011749038324,61.887131390871815,8.08800004411102
43.29685211440185,0.062377665797844734,61.846728333850756,8.209601498947116
43.104227018845144,0.060333536699366815,61.869088318675566,8.347310664975753
43.10854773262371,0.05978922836063878,61.88953924810706,8.553963892485926
43.11519933770547,0.060996094705954275,61.91280539343137,7.099820018938565
43.29156427829019,0.06585780831044132,61.67196696383409,10.795619360060384
43.326014602686904,0.06259546295052487,61.84522840568883,7.9345464338637335
43.15720321530279,0.06290191610139113,61.788129685779495,9.580524260786769
42.781903060248304,0.06007425916346072,61.86233017948993,8.38542360368818
43.19647323622864,0.06327980385582684,61.7885214207844,8.950986310087817
44.080209192225695,0.07089536602364842,61.56920321992017,11.494032326082412
42.51328452224426,0.05648340879305847,61.98255175237007,7.440450175846692
43.30857618973621,0.06088964421755308,61.89092862717804,7.875104351522437
43.11290652374385,0.05890979515793453,61.947336133069506,7.39956552672319
42.036384358294484,0.05791802064694132,61.89188421190822,8.097341910177766
43.22656199757881,0.058049152653684225,62.00992607037589,6.279593731540288
42.96040118522373,0.06493540246997977,61.68777647944107,10.906047067479067
42.70226961539021,0.05580118375869559,62.024146928842434,6.998775730590121
