time,femur_x,femur_y,femur_z,tibia_x,tibia_y,tibia_z
49961,0.03,-0.11,0.33,-0.26,-0.82,-0.04
50022,0.03,-0.11,0.33,-0.26,-0.75,-0.04
50082,0.03,-0.11,0.33,-0.28,-0.66,-0.03
50143,0.04,-0.11,0.33,-0.30,-0.56,-0.02
50204,0.04,-0.11,0.33,-0.31,-0.47,-0.01
50264,0.04,-0.12,0.33,-0.32,-0.39,-0.03
50325,0.03,-0.12,0.33,-0.34,-0.31,-0.05
50386,0.03,-0.12,0.33,-0.35,-0.24,-0.04
50449,0.03,-0.12,0.33,-0.36,-0.17,-0.06
50511,0.03,-0.13,0.33,-0.36,-0.12,-0.06
50572,0.03,-0.13,0.33,-0.37,-0.08,-0.07
50632,0.03,-0.12,0.33,-0.37,-0.04,-0.06
50693,0.03,-0.13,0.32,-0.38,-0.01,-0.06
50753,0.03,-0.13,0.32,-0.38,0.01,-0.08
50813,0.03,-0.13,0.31,-0.37,0.02,-0.08
50874,0.03,-0.14,0.31,-0.37,0.00,-0.08
50934,0.03,-0.15,0.32,-0.35,-0.09,-0.07
50995,0.04,-0.15,0.32,-0.33,-0.23,-0.06
51057,0.04,-0.15,0.32,-0.30,-0.38,-0.09
51120,0.04,-0.15,0.32,-0.28,-0.50,-0.06
51179,0.04,-0.14,0.33,-0.26,-0.58,-0.05
51240,0.04,-0.14,0.33,-0.24,-0.65,-0.06
51302,0.04,-0.14,0.34,-0.22,-0.70,-0.07
51363,0.05,-0.14,0.34,-0.21,-0.74,-0.07
51424,0.05,-0.14,0.34,-0.19,-0.76,-0.08
51485,0.05,-0.14,0.34,-0.19,-0.79,-0.08
51547,0.05,-0.14,0.34,-0.18,-0.81,-0.08
51608,0.05,-0.14,0.34,-0.18,-0.83,-0.09
51668,0.05,-0.13,0.34,-0.18,-0.85,-0.08
51728,0.05,-0.13,0.35,-0.18,-0.86,-0.07
51789,0.05,-0.12,0.35,-0.18,-0.86,-0.06
51851,0.06,-0.11,0.35,-0.19,-0.83,-0.06
51912,0.06,-0.11,0.34,-0.20,-0.77,-0.05
51974,0.07,-0.11,0.34,-0.22,-0.67,-0.04
52034,0.08,-0.09,0.35,-0.25,-0.57,-0.02
52094,0.08,-0.08,0.35,-0.27,-0.46,0.01
52157,0.08,-0.08,0.35,-0.27,-0.38,-0.01
52216,0.08,-0.09,0.35,-0.28,-0.31,-0.02
52277,0.08,-0.09,0.34,-0.29,-0.24,-0.03
52339,0.07,-0.09,0.34,-0.30,-0.18,-0.04
52400,0.07,-0.09,0.35,-0.30,-0.14,-0.04
52462,0.07,-0.09,0.35,-0.30,-0.10,-0.05
52521,0.07,-0.09,0.35,-0.31,-0.05,-0.05
52581,0.07,-0.09,0.35,-0.31,-0.00,-0.04
52641,0.07,-0.10,0.33,-0.31,0.00,-0.05
52703,0.07,-0.10,0.33,-0.30,-0.01,-0.05
52764,0.07,-0.09,0.35,-0.29,-0.06,-0.03
52825,0.08,-0.09,0.35,-0.28,-0.17,-0.02
52884,0.08,-0.09,0.36,-0.26,-0.30,-0.01
52943,0.08,-0.09,0.36,-0.24,-0.43,-0.02
53004,0.07,-0.09,0.36,-0.23,-0.53,0.01
53064,0.07,-0.08,0.37,-0.22,-0.62,0.01
53126,0.08,-0.07,0.38,-0.21,-0.68,0.01
53186,0.08,-0.07,0.39,-0.21,-0.72,0.03
53246,0.08,-0.06,0.39,-0.20,-0.76,0.03
53309,0.08,-0.06,0.40,-0.20,-0.80,0.03
53369,0.08,-0.06,0.40,-0.19,-0.84,0.03
53430,0.08,-0.06,0.40,-0.19,-0.88,0.03
53491,0.07,-0.05,0.41,-0.19,-0.91,0.04
53553,0.08,-0.04,0.41,-0.20,-0.91,0.05
53613,0.08,-0.03,0.41,-0.20,-0.90,0.06
53672,0.08,-0.03,0.41,-0.21,-0.85,0.05
53733,0.08,-0.03,0.41,-0.22,-0.76,0.06
53793,0.08,-0.03,0.42,-0.23,-0.65,0.07
53854,0.09,-0.03,0.42,-0.23,-0.54,0.07
53914,0.09,-0.03,0.41,-0.24,-0.43,0.05
53974,0.08,-0.04,0.41,-0.24,-0.34,0.03
54034,0.08,-0.04,0.41,-0.25,-0.27,0.01
54093,0.08,-0.04,0.40,-0.26,-0.22,0.01
54154,0.08,-0.04,0.41,-0.26,-0.17,-0.00
54214,0.08,-0.04,0.41,-0.26,-0.13,-0.01
54274,0.08,-0.04,0.41,-0.25,-0.09,-0.01
54334,0.08,-0.04,0.40,-0.25,-0.05,-0.01
54394,0.08,-0.05,0.39,-0.25,-0.04,-0.02
54455,0.07,-0.06,0.39,-0.25,-0.03,-0.03
54514,0.07,-0.07,0.39,-0.26,-0.05,-0.01
54575,0.08,-0.06,0.40,-0.25,-0.10,0.00
54635,0.08,-0.06,0.40,-0.24,-0.20,0.02
54694,0.09,-0.06,0.40,-0.22,-0.32,0.01
54755,0.08,-0.07,0.40,-0.21,-0.44,0.00
54815,0.08,-0.06,0.40,-0.20,-0.53,0.03
54876,0.08,-0.06,0.41,-0.19,-0.61,0.04
54936,0.08,-0.06,0.41,-0.18,-0.68,0.03
54995,0.08,-0.06,0.41,-0.17,-0.74,0.03
55055,0.08,-0.06,0.41,-0.16,-0.78,0.03
55115,0.08,-0.06,0.41,-0.16,-0.82,0.03
55176,0.08,-0.06,0.41,-0.15,-0.85,0.02
55236,0.08,-0.06,0.41,-0.15,-0.88,0.02
55296,0.08,-0.06,0.41,-0.15,-0.90,0.02
55356,0.07,-0.06,0.41,-0.16,-0.90,0.03
55416,0.07,-0.05,0.41,-0.16,-0.88,0.02
55476,0.07,-0.06,0.40,-0.18,-0.84,0.00
55536,0.07,-0.06,0.40,-0.19,-0.77,0.02
55597,0.07,-0.06,0.41,-0.21,-0.68,0.02
55656,0.07,-0.06,0.41,-0.22,-0.61,0.03
55716,0.07,-0.06,0.41,-0.22,-0.52,0.03
55777,0.07,-0.06,0.40,-0.23,-0.46,0.01
55837,0.07,-0.06,0.40,-0.23,-0.39,0.00
55897,0.07,-0.06,0.40,-0.24,-0.32,-0.00
55957,0.07,-0.06,0.40,-0.25,-0.27,-0.01
56017,0.07,-0.06,0.40,-0.25,-0.21,-0.02
56077,0.07,-0.06,0.40,-0.25,-0.15,-0.03
56137,0.07,-0.06,0.40,-0.26,-0.09,-0.03
56197,0.07,-0.06,0.40,-0.26,-0.05,-0.02
56257,0.07,-0.07,0.38,-0.26,-0.04,-0.03
56317,0.07,-0.08,0.38,-0.26,-0.04,-0.04
56378,0.07,-0.08,0.38,-0.26,-0.07,-0.02
56438,0.07,-0.08,0.39,-0.24,-0.17,-0.01
56498,0.08,-0.09,0.39,-0.23,-0.28,-0.01
56557,0.08,-0.09,0.38,-0.22,-0.43,-0.03
56619,0.08,-0.09,0.39,-0.21,-0.54,-0.00
56679,0.07,-0.08,0.40,-0.20,-0.64,0.01
56739,0.07,-0.08,0.40,-0.18,-0.72,0.00
56799,0.07,-0.08,0.40,-0.17,-0.77,0.00
56858,0.07,-0.08,0.40,-0.15,-0.81,-0.01
56920,0.07,-0.08,0.40,-0.14,-0.85,-0.01
56979,0.07,-0.08,0.40,-0.13,-0.89,-0.02
57039,0.08,-0.08,0.41,-0.13,-0.91,-0.01
57100,0.08,-0.08,0.41,-0.14,-0.91,-0.01
57159,0.08,-0.07,0.41,-0.14,-0.90,-0.01
57220,0.08,-0.07,0.40,-0.16,-0.86,-0.02
57280,0.08,-0.07,0.40,-0.18,-0.77,0.01
57341,0.08,-0.07,0.41,-0.19,-0.67,0.00
57402,0.08,-0.07,0.41,-0.21,-0.56,0.02
57462,0.08,-0.07,0.41,-0.22,-0.46,0.01
57523,0.08,-0.08,0.40,-0.23,-0.38,-0.01
57582,0.08,-0.08,0.40,-0.24,-0.31,-0.02
57645,0.07,-0.08,0.40,-0.25,-0.25,-0.03
57706,0.08,-0.08,0.40,-0.25,-0.21,-0.03
57768,0.08,-0.08,0.40,-0.26,-0.16,-0.04
57830,0.08,-0.08,0.40,-0.26,-0.10,-0.03
57891,0.08,-0.08,0.39,-0.26,-0.05,-0.04
57951,0.07,-0.08,0.38,-0.27,-0.04,-0.05
58009,0.07,-0.09,0.38,-0.26,-0.03,-0.05
58072,0.07,-0.09,0.38,-0.26,-0.06,-0.03
58132,0.08,-0.09,0.39,-0.24,-0.12,-0.02
58192,0.08,-0.09,0.39,-0.23,-0.27,-0.03
58254,0.08,-0.09,0.38,-0.21,-0.41,-0.03
58316,0.07,-0.09,0.39,-0.20,-0.52,-0.01
58376,0.07,-0.08,0.39,-0.19,-0.62,0.01
58435,0.07,-0.08,0.40,-0.18,-0.71,-0.00
58497,0.07,-0.08,0.40,-0.16,-0.78,-0.01
58558,0.06,-0.08,0.40,-0.15,-0.83,-0.01
58620,0.07,-0.08,0.40,-0.14,-0.88,-0.02
58682,0.07,-0.08,0.40,-0.13,-0.90,-0.02
58743,0.07,-0.08,0.41,-0.13,-0.91,-0.02
58805,0.08,-0.07,0.41,-0.13,-0.90,-0.01
58867,0.08,-0.06,0.41,-0.15,-0.87,-0.00
58927,0.08,-0.06,0.40,-0.17,-0.80,0.02
58986,0.08,-0.06,0.41,-0.19,-0.71,0.02
59048,0.08,-0.06,0.41,-0.20,-0.62,0.01
59109,0.08,-0.06,0.40,-0.21,-0.52,0.03
59171,0.08,-0.06,0.40,-0.22,-0.44,0.00
59233,0.08,-0.07,0.40,-0.23,-0.36,-0.01
59293,0.08,-0.07,0.40,-0.24,-0.30,-0.02
59354,0.08,-0.07,0.40,-0.24,-0.24,-0.03
59413,0.08,-0.07,0.40,-0.24,-0.20,-0.04
59474,0.08,-0.08,0.40,-0.25,-0.16,-0.04
59536,0.08,-0.08,0.39,-0.25,-0.12,-0.04
59598,0.08,-0.08,0.39,-0.26,-0.07,-0.05
59659,0.07,-0.08,0.39,-0.26,-0.04,-0.05
59721,0.08,-0.09,0.38,-0.26,-0.05,-0.04
59782,0.08,-0.09,0.39,-0.25,-0.08,-0.03
59843,0.08,-0.08,0.39,-0.24,-0.16,-0.03
59902,0.08,-0.09,0.39,-0.23,-0.27,-0.03
59962,0.08,-0.09,0.39,-0.22,-0.37,-0.04
60023,0.08,-0.09,0.39,-0.21,-0.45,-0.03
60084,0.08,-0.09,0.40,-0.20,-0.53,-0.01
60146,0.08,-0.09,0.40,-0.19,-0.61,-0.01
60209,0.08,-0.09,0.39,-0.17,-0.69,-0.02
60270,0.08,-0.09,0.40,-0.16,-0.74,-0.02
60331,0.08,-0.09,0.40,-0.15,-0.79,-0.02
60391,0.08,-0.09,0.40,-0.14,-0.83,-0.03
60451,0.07,-0.09,0.40,-0.13,-0.87,-0.04
60512,0.07,-0.09,0.40,-0.12,-0.90,-0.05
60572,0.08,-0.08,0.40,-0.13,-0.90,-0.03
60632,0.08,-0.08,0.40,-0.13,-0.89,-0.02
60691,0.08,-0.08,0.39,-0.14,-0.85,-0.04
60751,0.08,-0.08,0.39,-0.15,-0.78,-0.03
60812,0.08,-0.09,0.39,-0.17,-0.71,-0.03
60872,0.08,-0.09,0.39,-0.19,-0.64,-0.03
60933,0.08,-0.09,0.39,-0.20,-0.57,-0.01
60992,0.08,-0.09,0.38,-0.21,-0.50,-0.01
61052,0.08,-0.09,0.38,-0.21,-0.42,-0.03
61113,0.08,-0.09,0.38,-0.23,-0.34,-0.04
61173,0.08,-0.10,0.38,-0.23,-0.27,-0.05
61233,0.08,-0.10,0.38,-0.24,-0.19,-0.06
61292,0.08,-0.10,0.38,-0.25,-0.12,-0.07
61352,0.08,-0.11,0.37,-0.26,-0.06,-0.07
61413,0.08,-0.11,0.36,-0.26,-0.02,-0.08
61472,0.07,-0.12,0.36,-0.27,-0.03,-0.08
61533,0.07,-0.12,0.37,-0.26,-0.06,-0.07
61593,0.08,-0.12,0.37,-0.25,-0.14,-0.06
61654,0.08,-0.12,0.37,-0.24,-0.26,-0.06
61713,0.07,-0.12,0.37,-0.21,-0.37,-0.07
61773,0.07,-0.12,0.37,-0.20,-0.46,-0.06
61834,0.07,-0.12,0.38,-0.19,-0.53,-0.04
61894,0.07,-0.11,0.38,-0.18,-0.60,-0.04
61955,0.07,-0.11,0.39,-0.17,-0.65,-0.04
62014,0.07,-0.11,0.39,-0.16,-0.70,-0.05
62074,0.06,-0.11,0.39,-0.14,-0.75,-0.05
62135,0.06,-0.11,0.39,-0.13,-0.80,-0.06
62194,0.06,-0.11,0.39,-0.12,-0.84,-0.07
62255,0.06,-0.11,0.39,-0.10,-0.88,-0.07
62314,0.07,-0.10,0.40,-0.10,-0.90,-0.06
62374,0.07,-0.09,0.41,-0.11,-0.90,-0.05
62435,0.07,-0.09,0.41,-0.12,-0.89,-0.04
62494,0.07,-0.09,0.41,-0.13,-0.85,-0.05
62555,0.07,-0.09,0.40,-0.14,-0.77,-0.03
62615,0.07,-0.09,0.40,-0.16,-0.68,-0.03
62674,0.08,-0.08,0.41,-0.18,-0.58,-0.01
62735,0.08,-0.08,0.41,-0.19,-0.48,-0.01
62795,0.08,-0.09,0.41,-0.20,-0.39,-0.04
62856,0.08,-0.10,0.40,-0.21,-0.31,-0.05
62915,0.08,-0.10,0.41,-0.22,-0.25,-0.05
62974,0.08,-0.10,0.41,-0.23,-0.19,-0.05
63035,0.07,-0.10,0.40,-0.23,-0.16,-0.06
63095,0.07,-0.10,0.40,-0.23,-0.12,-0.06
63156,0.08,-0.10,0.40,-0.24,-0.07,-0.07
63215,0.08,-0.11,0.39,-0.24,-0.03,-0.07
63276,0.07,-0.12,0.39,-0.24,-0.03,-0.08
63336,0.07,-0.12,0.39,-0.24,-0.05,-0.06
63396,0.08,-0.11,0.40,-0.22,-0.12,-0.06
63457,0.08,-0.11,0.40,-0.20,-0.24,-0.05
63516,0.08,-0.11,0.40,-0.18,-0.34,-0.05
63576,0.08,-0.11,0.40,-0.16,-0.44,-0.06
63637,0.08,-0.11,0.40,-0.15,-0.52,-0.04
63696,0.08,-0.11,0.41,-0.13,-0.61,-0.04
63757,0.08,-0.11,0.41,-0.12,-0.67,-0.04
63817,0.08,-0.11,0.41,-0.11,-0.72,-0.05
63877,0.08,-0.11,0.41,-0.09,-0.77,-0.05
63937,0.08,-0.11,0.41,-0.08,-0.81,-0.06
63997,0.08,-0.11,0.41,-0.07,-0.85,-0.07
64059,0.08,-0.11,0.41,-0.06,-0.89,-0.08
64119,0.08,-0.11,0.42,-0.06,-0.91,-0.07
64179,0.08,-0.10,0.42,-0.06,-0.91,-0.06
64238,0.08,-0.09,0.42,-0.08,-0.90,-0.06
64300,0.08,-0.09,0.42,-0.09,-0.84,-0.05
64360,0.08,-0.09,0.42,-0.11,-0.76,-0.04
64422,0.08,-0.09,0.42,-0.15,-0.66,-0.04
64484,0.08,-0.09,0.42,-0.17,-0.55,-0.02
64545,0.08,-0.10,0.42,-0.19,-0.45,-0.04
64608,0.08,-0.11,0.42,-0.20,-0.36,-0.06
64667,0.08,-0.11,0.41,-0.22,-0.28,-0.06
64728,0.08,-0.11,0.41,-0.23,-0.20,-0.06
64789,0.08,-0.11,0.41,-0.23,-0.15,-0.07
64849,0.08,-0.11,0.41,-0.24,-0.10,-0.08
64910,0.08,-0.11,0.41,-0.24,-0.05,-0.09
64971,0.08,-0.13,0.40,-0.24,-0.05,-0.10
65031,0.08,-0.14,0.39,-0.24,-0.05,-0.10
65090,0.08,-0.14,0.39,-0.24,-0.08,-0.09
65152,0.08,-0.14,0.40,-0.22,-0.18,-0.09
65213,0.08,-0.14,0.40,-0.20,-0.31,-0.08
65275,0.08,-0.14,0.39,-0.18,-0.42,-0.10
65336,0.08,-0.14,0.40,-0.16,-0.50,-0.09
65397,0.08,-0.14,0.40,-0.14,-0.57,-0.07
65459,0.09,-0.14,0.40,-0.12,-0.63,-0.08
65518,0.09,-0.14,0.40,-0.11,-0.68,-0.08
65579,0.09,-0.14,0.40,-0.09,-0.72,-0.08
65640,0.09,-0.13,0.41,-0.08,-0.75,-0.09
65700,0.09,-0.13,0.41,-0.07,-0.79,-0.09
65763,0.09,-0.13,0.41,-0.07,-0.84,-0.09
65824,0.09,-0.12,0.41,-0.06,-0.88,-0.09
65884,0.09,-0.11,0.41,-0.08,-0.88,-0.07
65944,0.09,-0.10,0.41,-0.10,-0.85,-0.05
66006,0.09,-0.09,0.41,-0.10,-0.81,-0.04
66067,0.09,-0.09,0.40,-0.12,-0.74,-0.04
66127,0.10,-0.09,0.41,-0.14,-0.65,-0.03
66188,0.10,-0.08,0.41,-0.16,-0.56,-0.02
66249,0.10,-0.08,0.40,-0.17,-0.47,-0.01
66311,0.10,-0.09,0.40,-0.18,-0.40,-0.03
66370,0.10,-0.09,0.40,-0.18,-0.33,-0.04
66429,0.10,-0.09,0.40,-0.19,-0.27,-0.04
66491,0.10,-0.09,0.40,-0.20,-0.22,-0.04
66551,0.10,-0.09,0.40,-0.21,-0.17,-0.04
66614,0.10,-0.09,0.39,-0.21,-0.14,-0.05
66676,0.10,-0.09,0.39,-0.21,-0.09,-0.05
66736,0.10,-0.09,0.39,-0.22,-0.05,-0.06
66796,0.10,-0.09,0.39,-0.22,-0.04,-0.07
66857,0.10,-0.10,0.38,-0.22,-0.04,-0.06
66918,0.10,-0.10,0.39,-0.22,-0.08,-0.05
66978,0.10,-0.10,0.40,-0.19,-0.17,-0.05
67039,0.11,-0.10,0.39,-0.18,-0.30,-0.04
67098,0.11,-0.10,0.39,-0.16,-0.41,-0.06
67160,0.11,-0.10,0.39,-0.15,-0.50,-0.03
67220,0.10,-0.10,0.40,-0.14,-0.59,-0.02
67280,0.10,-0.10,0.39,-0.12,-0.65,-0.03
67340,0.10,-0.10,0.39,-0.11,-0.71,-0.03
67399,0.10,-0.10,0.39,-0.09,-0.74,-0.03
67461,0.10,-0.10,0.40,-0.09,-0.78,-0.04
67520,0.10,-0.09,0.40,-0.08,-0.81,-0.04
67580,0.10,-0.09,0.40,-0.07,-0.84,-0.04
67640,0.09,-0.10,0.39,-0.07,-0.86,-0.06
67700,0.09,-0.10,0.39,-0.07,-0.87,-0.05
67761,0.09,-0.10,0.39,-0.07,-0.87,-0.06
67820,0.08,-0.10,0.38,-0.08,-0.84,-0.06
67880,0.09,-0.09,0.38,-0.10,-0.77,-0.04
67940,0.09,-0.09,0.39,-0.12,-0.66,-0.03
68000,0.09,-0.09,0.39,-0.14,-0.55,-0.03
68061,0.09,-0.09,0.38,-0.15,-0.46,-0.02
68121,0.09,-0.10,0.38,-0.17,-0.39,-0.04
68182,0.09,-0.11,0.37,-0.17,-0.34,-0.05
68241,0.09,-0.12,0.36,-0.18,-0.31,-0.07
68300,0.09,-0.12,0.36,-0.18,-0.27,-0.07
68361,0.09,-0.12,0.36,-0.19,-0.24,-0.07
68421,0.09,-0.12,0.36,-0.19,-0.19,-0.08
68482,0.09,-0.12,0.36,-0.20,-0.14,-0.08
68541,0.09,-0.12,0.36,-0.21,-0.10,-0.08
68601,0.09,-0.12,0.36,-0.21,-0.09,-0.08
68662,0.09,-0.13,0.36,-0.21,-0.11,-0.07
68722,0.09,-0.13,0.37,-0.20,-0.17,-0.07
68782,0.09,-0.13,0.37,-0.19,-0.27,-0.07
68842,0.09,-0.13,0.36,-0.16,-0.39,-0.07
68902,0.09,-0.13,0.37,-0.14,-0.50,-0.07
68962,0.09,-0.12,0.37,-0.13,-0.59,-0.05
69022,0.09,-0.12,0.38,-0.11,-0.66,-0.06
69083,0.08,-0.12,0.38,-0.10,-0.72,-0.06
69143,0.08,-0.12,0.38,-0.09,-0.78,-0.07
69202,0.08,-0.12,0.38,-0.07,-0.83,-0.08
69263,0.08,-0.12,0.38,-0.06,-0.86,-0.09
69323,0.08,-0.11,0.39,-0.06,-0.88,-0.08
69384,0.09,-0.10,0.40,-0.07,-0.88,-0.06
69443,0.09,-0.10,0.40,-0.08,-0.88,-0.06
69504,0.09,-0.09,0.39,-0.09,-0.85,-0.05
69563,0.10,-0.08,0.39,-0.11,-0.78,-0.02
69623,0.10,-0.08,0.40,-0.13,-0.69,-0.01
69684,0.10,-0.07,0.40,-0.16,-0.58,-0.00
69743,0.10,-0.07,0.40,-0.17,-0.48,0.01
69804,0.10,-0.07,0.39,-0.18,-0.39,-0.02
69864,0.10,-0.07,0.39,-0.20,-0.30,-0.02
69924,0.10,-0.07,0.39,-0.21,-0.23,-0.02
69984,0.10,-0.07,0.39,-0.22,-0.17,-0.03
70043,0.10,-0.07,0.39,-0.22,-0.12,-0.03
70104,0.10,-0.07,0.39,-0.22,-0.07,-0.04
70164,0.10,-0.07,0.38,-0.23,-0.04,-0.04
70224,0.09,-0.08,0.38,-0.23,-0.04,-0.04
70284,0.09,-0.08,0.38,-0.23,-0.06,-0.03
70343,0.10,-0.08,0.39,-0.22,-0.12,-0.03
70405,0.10,-0.08,0.39,-0.20,-0.27,-0.03
70465,0.10,-0.08,0.39,-0.19,-0.41,-0.04
70524,0.10,-0.08,0.39,-0.17,-0.51,-0.03
70585,0.10,-0.08,0.40,-0.16,-0.60,0.00
70644,0.09,-0.08,0.40,-0.15,-0.68,-0.01
70705,0.09,-0.08,0.40,-0.14,-0.75,-0.02
70765,0.09,-0.08,0.40,-0.13,-0.80,-0.02
70825,0.09,-0.08,0.40,-0.12,-0.84,-0.03
70885,0.10,-0.08,0.40,-0.11,-0.86,-0.03
70945,0.09,-0.08,0.40,-0.10,-0.89,-0.03
71006,0.10,-0.08,0.40,-0.10,-0.91,-0.03
71066,0.10,-0.08,0.40,-0.10,-0.91,-0.03
71127,0.10,-0.07,0.39,-0.10,-0.89,-0.03
71186,0.10,-0.07,0.39,-0.11,-0.86,-0.03
71245,0.10,-0.07,0.39,-0.13,-0.79,-0.02
71307,0.10,-0.07,0.39,-0.15,-0.69,-0.01
71367,0.11,-0.07,0.39,-0.17,-0.57,-0.00
71428,0.11,-0.07,0.39,-0.19,-0.46,-0.01
71487,0.11,-0.08,0.38,-0.20,-0.37,-0.04
71547,0.11,-0.08,0.38,-0.21,-0.29,-0.03
71608,0.11,-0.08,0.38,-0.22,-0.20,-0.03
71667,0.11,-0.08,0.38,-0.23,-0.14,-0.03
71729,0.10,-0.08,0.38,-0.23,-0.10,-0.04
71788,0.10,-0.08,0.37,-0.23,-0.07,-0.05
71847,0.10,-0.09,0.37,-0.24,-0.03,-0.06
71908,0.10,-0.09,0.36,-0.24,-0.03,-0.06
71968,0.10,-0.10,0.36,-0.24,-0.04,-0.06
72030,0.10,-0.10,0.36,-0.24,-0.07,-0.05
72089,0.10,-0.09,0.37,-0.22,-0.15,-0.04
72148,0.10,-0.10,0.37,-0.21,-0.24,-0.04
72210,0.10,-0.10,0.36,-0.20,-0.36,-0.05
72270,0.10,-0.10,0.37,-0.19,-0.45,-0.05
72333,0.10,-0.09,0.37,-0.18,-0.53,-0.03
72392,0.10,-0.09,0.38,-0.16,-0.60,-0.02
72452,0.10,-0.09,0.38,-0.15,-0.65,-0.02
72513,0.10,-0.08,0.39,-0.14,-0.70,-0.02
72576,0.11,-0.08,0.39,-0.13,-0.74,-0.02
72637,0.11,-0.09,0.39,-0.11,-0.77,-0.03
72696,0.11,-0.09,0.39,-0.11,-0.80,-0.03
72758,0.11,-0.08,0.39,-0.11,-0.82,-0.03
72818,0.10,-0.09,0.39,-0.11,-0.82,-0.04
72881,0.10,-0.09,0.39,-0.10,-0.83,-0.04
72940,0.10,-0.09,0.39,-0.10,-0.87,-0.05
72999,0.10,-0.08,0.40,-0.09,-0.89,-0.04
73061,0.11,-0.07,0.40,-0.10,-0.88,-0.04
73123,0.11,-0.06,0.40,-0.12,-0.84,-0.02
73185,0.11,-0.07,0.39,-0.13,-0.76,-0.01
73245,0.11,-0.07,0.40,-0.15,-0.66,-0.01
73306,0.11,-0.07,0.40,-0.17,-0.54,-0.00
73368,0.11,-0.07,0.39,-0.18,-0.43,-0.01
73430,0.11,-0.08,0.39,-0.19,-0.34,-0.02
73489,0.11,-0.09,0.38,-0.20,-0.27,-0.04
73548,0.10,-0.09,0.38,-0.21,-0.22,-0.04
73608,0.11,-0.09,0.38,-0.21,-0.18,-0.05
73669,0.11,-0.09,0.38,-0.21,-0.14,-0.05
73730,0.11,-0.09,0.38,-0.21,-0.11,-0.06
73789,0.11,-0.09,0.38,-0.21,-0.08,-0.06
73848,0.11,-0.09,0.38,-0.22,-0.06,-0.06
73910,0.10,-0.09,0.38,-0.22,-0.03,-0.06
73970,0.10,-0.09,0.38,-0.22,-0.03,-0.07
74031,0.10,-0.09,0.38,-0.22,-0.03,-0.06
74090,0.11,-0.09,0.38,-0.21,-0.04,-0.05
74149,0.11,-0.09,0.38,-0.21,-0.09,-0.04
74210,0.11,-0.09,0.39,-0.19,-0.18,-0.05
74270,0.11,-0.09,0.38,-0.18,-0.27,-0.04
74333,0.10,-0.09,0.39,-0.17,-0.37,-0.05
74392,0.10,-0.09,0.39,-0.16,-0.47,-0.04
74451,0.10,-0.09,0.39,-0.15,-0.58,-0.02
74513,0.10,-0.08,0.39,-0.14,-0.67,-0.02
74575,0.10,-0.08,0.40,-0.12,-0.74,-0.02
74637,0.10,-0.08,0.40,-0.10,-0.81,-0.02
74697,0.10,-0.08,0.40,-0.09,-0.86,-0.03
74759,0.10,-0.08,0.40,-0.08,-0.89,-0.04
74819,0.10,-0.07,0.41,-0.08,-0.90,-0.03
74880,0.10,-0.07,0.41,-0.08,-0.90,-0.03
74940,0.10,-0.07,0.41,-0.09,-0.89,-0.03
74999,0.10,-0.07,0.41,-0.10,-0.84,-0.03
75060,0.10,-0.07,0.40,-0.12,-0.74,-0.02
75119,0.10,-0.07,0.41,-0.14,-0.61,-0.02
75180,0.10,-0.08,0.41,-0.16,-0.49,-0.01
75240,0.10,-0.08,0.40,-0.17,-0.40,-0.03
75299,0.10,-0.09,0.40,-0.18,-0.33,-0.04
75360,0.10,-0.09,0.39,-0.19,-0.28,-0.05
75420,0.10,-0.10,0.39,-0.20,-0.24,-0.05
75480,0.10,-0.10,0.39,-0.21,-0.20,-0.06
75540,0.10,-0.10,0.39,-0.21,-0.16,-0.06
75599,0.10,-0.10,0.39,-0.21,-0.11,-0.06
75660,0.10,-0.10,0.39,-0.22,-0.06,-0.07
75720,0.09,-0.10,0.38,-0.23,-0.05,-0.08
75781,0.09,-0.11,0.38,-0.23,-0.04,-0.08
75841,0.09,-0.12,0.37,-0.23,-0.05,-0.08
75900,0.09,-0.11,0.38,-0.23,-0.09,-0.06
75961,0.09,-0.11,0.38,-0.21,-0.18,-0.07
76021,0.09,-0.11,0.39,-0.20,-0.30,-0.06
76081,0.09,-0.11,0.39,-0.19,-0.43,-0.07
76141,0.08,-0.11,0.39,-0.17,-0.54,-0.05
76201,0.09,-0.11,0.39,-0.16,-0.61,-0.04
76262,0.09,-0.10,0.40,-0.15,-0.68,-0.04
76321,0.09,-0.10,0.40,-0.13,-0.74,-0.04
76382,0.09,-0.10,0.41,-0.12,-0.79,-0.05
76442,0.09,-0.10,0.41,-0.10,-0.85,-0.06
76502,0.09,-0.10,0.41,-0.08,-0.89,-0.07
76562,0.09,-0.10,0.42,-0.07,-0.93,-0.07
76622,0.10,-0.09,0.43,-0.07,-0.94,-0.05
76682,0.11,-0.08,0.43,-0.08,-0.94,-0.05
76743,0.11,-0.08,0.43,-0.08,-0.92,-0.06
76803,0.11,-0.08,0.43,-0.10,-0.87,-0.05
76862,0.12,-0.07,0.43,-0.13,-0.78,-0.01
76922,0.13,-0.06,0.43,-0.15,-0.66,0.01
76983,0.13,-0.06,0.43,-0.17,-0.54,0.02
77043,0.12,-0.07,0.43,-0.18,-0.44,-0.01
77103,0.12,-0.08,0.43,-0.19,-0.35,-0.02
77162,0.12,-0.08,0.42,-0.20,-0.28,-0.03
77222,0.12,-0.08,0.42,-0.21,-0.19,-0.04
