=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.02.14 16:49:55 =~=~=~=~=~=~=~=~=~=~=~=
time,femur_x,femur_y,femur_z,tibia_x,tibia_y,tibia_z,gf,mg,gt,mt
7700,-0.01,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
7762,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
7824,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
7884,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
7945,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8005,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8065,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8125,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8185,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8246,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8305,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8366,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8425,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8485,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8546,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8605,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8666,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8726,-0.03,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8786,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8846,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8905,-0.02,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
8966,-0.03,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9026,-0.06,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9086,-0.06,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9146,-0.07,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9206,-0.08,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9267,-0.08,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9326,-0.10,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9387,-0.10,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9447,-0.11,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9507,-0.11,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
9567,-0.13,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9627,-0.14,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9688,-0.16,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9747,-0.18,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9807,-0.19,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9868,-0.20,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9927,-0.21,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
9988,-0.23,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10048,-0.24,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10108,-0.25,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10168,-0.26,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10228,-0.26,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10289,-0.28,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10348,-0.29,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10408,-0.31,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10469,-0.32,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
10529,-0.34,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10590,-0.35,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10649,-0.36,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10711,-0.37,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10773,-0.39,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10836,-0.40,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10898,-0.42,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
10958,-0.43,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11019,-0.45,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11079,-0.46,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11139,-0.48,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11199,-0.49,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11259,-0.49,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11320,-0.49,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11379,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11440,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11500,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11560,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11622,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11682,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11743,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11803,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11866,-0.50,0.08,-0.06,0.09,0.06,-0.02,3,0,3,0
11928,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
11991,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12051,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12111,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12173,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12233,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12294,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12355,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12417,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12480,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12541,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12602,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12663,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12725,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12788,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12851,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12912,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
12974,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13035,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13096,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13159,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13219,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13282,-0.50,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13343,-0.54,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13405,-0.54,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13467,-0.54,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13530,-0.53,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13592,-0.53,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13654,-0.49,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13715,-0.43,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13777,-0.36,0.09,-0.06,0.09,0.06,-0.02,3,0,3,0
13840,-0.28,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
13901,-0.20,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
13962,-0.12,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
14021,-0.05,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
14083,0.04,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
14144,0.11,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
14205,0.19,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
14268,0.27,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
14329,0.36,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
14391,0.46,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
14452,0.54,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
14513,0.62,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
14573,0.70,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
14633,0.77,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
14695,0.83,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
14756,0.87,0.11,-0.02,0.09,0.06,-0.02,3,0,3,0
14819,0.90,0.11,-0.02,0.09,0.06,-0.02,3,0,3,0
14880,0.91,0.12,-0.02,0.09,0.06,-0.02,3,0,3,0
14941,0.90,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15001,0.89,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15060,0.89,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15121,0.88,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15181,0.87,0.12,-0.03,0.09,0.06,-0.02,3,0,3,0
15243,0.84,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15303,0.82,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15365,0.76,0.11,-0.03,0.09,0.06,-0.02,3,0,3,0
15424,0.71,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
15484,0.68,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
15546,0.67,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
15606,0.67,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
15669,0.66,0.11,-0.04,0.09,0.06,-0.02,3,0,3,0
15730,0.65,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
15792,0.65,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
15852,0.65,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
15911,0.64,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
15972,0.64,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16032,0.64,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16093,0.64,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16152,0.64,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16212,0.63,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16273,0.63,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16333,0.63,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16393,0.63,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16453,0.63,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16514,0.62,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16573,0.60,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16633,0.60,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16694,0.60,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
16753,0.60,0.11,-0.06,0.09,0.06,-0.02,3,0,3,0
16814,0.59,0.11,-0.09,0.09,0.06,-0.02,3,0,3,0
16874,0.58,0.11,-0.08,0.09,0.06,-0.02,3,0,3,0
16934,0.58,0.11,-0.06,0.09,0.06,-0.02,3,0,3,0
16994,0.58,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17054,0.57,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17115,0.57,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17174,0.57,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17234,0.56,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17295,0.56,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17354,0.54,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17415,0.54,0.11,-0.05,0.09,0.06,-0.02,3,0,3,0
17475,0.54,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
17536,0.54,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
17595,0.54,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
17655,0.53,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
17716,0.54,0.10,-0.05,0.09,0.06,-0.02,3,0,3,0
17776,0.54,0.10,-0.06,0.09,0.06,-0.02,3,0,3,0
17837,0.54,0.11,-0.07,0.09,0.06,-0.02,3,0,3,0
17896,0.53,0.12,-0.09,0.09,0.06,-0.02,3,0,3,0
17956,0.52,0.14,-0.10,0.09,0.06,-0.02,3,0,3,0
18017,0.53,0.15,-0.11,0.09,0.06,-0.02,3,0,3,0
18078,0.51,0.14,-0.13,0.09,0.06,-0.02,3,0,3,0
18140,0.49,0.13,-0.14,0.09,0.06,-0.02,3,0,3,0
18201,0.49,0.14,-0.15,0.09,0.06,-0.02,3,0,3,0
18262,0.51,0.14,-0.15,0.09,0.06,-0.02,3,0,3,0
18325,0.50,0.16,-0.16,0.09,0.06,-0.02,3,0,3,0
18385,0.50,0.17,-0.20,0.09,0.06,-0.02,3,0,3,0
18446,0.51,0.17,-0.23,0.09,0.06,-0.02,3,0,3,0
18506,0.50,0.16,-0.26,0.09,0.06,-0.02,3,0,3,0
18566,0.49,0.16,-0.30,0.09,0.06,-0.02,3,0,3,0
18626,0.48,0.13,-0.32,0.09,0.06,-0.02,3,0,3,0
18686,0.47,0.13,-0.34,0.09,0.06,-0.02,3,0,3,0
18746,0.48,0.16,-0.28,0.09,0.06,-0.02,3,0,3,0
18806,0.47,0.18,-0.28,0.09,0.06,-0.02,3,0,3,0
18867,0.48,0.19,-0.27,0.09,0.06,-0.02,3,0,3,0
18927,0.49,0.16,-0.28,0.09,0.06,-0.02,3,0,3,0
18988,0.50,0.14,-0.27,0.09,0.06,-0.02,3,0,3,0
19047,0.49,0.15,-0.27,0.09,0.06,-0.02,3,0,3,0
19107,0.49,0.15,-0.26,0.09,0.06,-0.02,3,0,3,0
19168,0.48,0.13,-0.27,0.09,0.06,-0.02,3,0,3,0
19229,0.46,0.13,-0.28,0.09,0.06,-0.02,3,0,3,0
19291,0.45,0.14,-0.27,0.09,0.06,-0.02,3,0,3,0
19350,0.45,0.16,-0.27,0.09,0.06,-0.02,3,0,3,0
19409,0.45,0.15,-0.26,0.09,0.06,-0.02,3,0,3,0
19471,0.44,0.14,-0.26,0.09,0.06,-0.02,3,0,3,0
19533,0.46,0.14,-0.27,0.09,0.06,-0.02,3,0,3,0
19596,0.47,0.18,-0.32,0.09,0.06,-0.02,3,0,3,0
19657,0.47,0.20,-0.33,0.09,0.06,-0.02,3,0,3,0
19719,0.47,0.20,-0.35,0.09,0.06,-0.02,3,0,3,0
19779,0.46,0.18,-0.34,0.09,0.06,-0.02,3,0,3,0
19841,0.43,0.15,-0.32,0.09,0.06,-0.02,3,0,3,0
19901,0.44,0.11,-0.31,0.09,0.06,-0.02,3,0,3,0
19960,0.45,0.10,-0.28,0.09,0.06,-0.02,3,0,3,0
20023,0.45,0.04,-0.27,0.09,0.06,-0.02,3,0,3,0
20084,0.44,0.01,-0.26,0.09,0.06,-0.02,3,0,3,0
20147,0.42,-0.05,-0.27,0.09,0.06,-0.02,3,0,3,0
20208,0.41,-0.04,-0.25,0.09,0.06,-0.02,3,0,3,0
20270,0.41,-0.06,-0.24,0.09,0.06,-0.02,3,0,3,0
20331,0.40,-0.07,-0.21,0.09,0.06,-0.02,3,1,3,0
20392,0.40,-0.06,-0.19,0.09,0.06,-0.02,3,1,3,0
20453,0.39,-0.06,-0.16,0.09,0.06,-0.02,3,1,3,0
20512,0.40,-0.02,-0.14,0.09,0.06,-0.02,3,1,3,0
20576,0.38,-0.02,-0.12,0.09,0.06,-0.02,3,1,3,0
20636,0.37,-0.01,-0.14,0.09,0.06,-0.02,3,1,3,0
20699,0.38,0.01,-0.12,0.09,0.06,-0.02,3,1,3,0
20760,0.36,0.03,-0.12,0.09,0.06,-0.02,3,1,3,0
20822,0.33,-0.02,-0.12,0.09,0.06,-0.02,3,1,3,0
20883,0.31,-0.01,-0.15,0.09,0.06,-0.02,3,1,3,0
20946,0.28,0.02,-0.15,0.09,0.06,-0.02,3,1,3,0
21008,0.27,0.00,-0.15,0.09,0.06,-0.02,3,1,3,0
21069,0.28,-0.06,-0.15,0.09,0.06,-0.02,3,1,3,0
21131,0.26,-0.09,-0.18,0.09,0.06,-0.02,3,1,3,0
21193,0.31,-0.11,-0.25,0.09,0.06,-0.02,3,1,3,0
21253,0.33,-0.13,-0.25,0.09,0.06,-0.02,3,1,3,0
21313,0.38,-0.17,-0.19,0.09,0.06,-0.02,3,1,3,0
21376,0.41,-0.21,-0.17,0.09,0.06,-0.02,3,1,3,0
21437,0.46,-0.29,-0.19,0.09,0.06,-0.02,3,1,3,0
21499,0.50,-0.34,-0.20,0.09,0.06,-0.02,3,1,3,0
21561,0.52,-0.37,-0.19,0.09,0.06,-0.02,3,1,3,0
21622,0.55,-0.43,-0.22,0.09,0.06,-0.02,3,1,3,0
21686,0.54,-0.45,-0.21,0.09,0.06,-0.02,3,1,3,0
21747,0.55,-0.48,-0.22,0.09,0.06,-0.02,3,1,3,0
21809,0.53,-0.48,-0.19,0.08,0.06,-0.02,3,1,3,0
21870,0.51,-0.50,-0.19,-0.00,0.06,-0.03,3,1,3,0
21933,0.48,-0.50,-0.17,-0.01,0.06,-0.03,3,1,3,0
21995,0.45,-0.50,-0.13,-0.05,0.06,-0.03,3,1,3,0
22055,0.42,-0.50,-0.11,-0.11,0.06,-0.03,3,1,3,0
22116,0.41,-0.49,-0.09,-0.16,0.05,-0.03,3,1,3,0
22178,0.38,-0.48,-0.07,-0.21,0.05,-0.03,3,1,3,0
22239,0.35,-0.46,-0.05,-0.23,0.05,-0.03,3,1,3,0
22299,0.33,-0.46,-0.03,-0.25,0.05,-0.03,3,1,3,0
22361,0.29,-0.44,0.00,-0.27,0.05,-0.03,3,1,3,0
22422,0.25,-0.42,0.03,-0.28,0.05,-0.03,3,1,3,0
22484,0.22,-0.40,0.05,-0.30,0.05,-0.03,3,1,3,0
22547,0.18,-0.39,0.07,-0.31,0.05,-0.03,3,1,3,0
22607,0.15,-0.37,0.08,-0.31,0.05,-0.03,3,1,3,0
22668,0.13,-0.37,0.08,-0.33,0.05,-0.03,3,1,3,0
22729,0.09,-0.35,0.08,-0.35,0.05,-0.03,3,1,3,0
22790,0.07,-0.33,0.09,-0.38,0.05,-0.03,3,1,3,0
22850,0.03,-0.30,0.11,-0.40,0.05,-0.03,3,1,3,0
22910,0.00,-0.29,0.12,-0.41,0.05,-0.03,3,1,3,0
22972,-0.02,-0.28,0.13,-0.42,0.05,-0.04,3,1,3,0
23034,-0.04,-0.26,0.14,-0.42,0.05,-0.04,3,1,3,0
23097,-0.06,-0.23,0.15,-0.42,0.05,-0.04,3,1,3,0
23157,-0.07,-0.23,0.14,-0.42,0.05,-0.03,3,1,3,0
23218,-0.08,-0.23,0.12,-0.42,0.05,-0.03,3,1,3,0
23279,-0.09,-0.22,0.12,-0.42,0.05,-0.03,3,1,3,0
23340,-0.09,-0.22,0.11,-0.42,0.05,-0.03,3,1,3,0
23400,-0.09,-0.23,0.11,-0.42,0.05,-0.03,3,1,3,0
23459,-0.08,-0.24,0.10,-0.42,0.05,-0.03,3,1,3,0
23520,-0.07,-0.24,0.09,-0.42,0.05,-0.03,3,1,3,0
23580,-0.06,-0.25,0.08,-0.42,0.05,-0.03,3,1,3,0
23641,-0.03,-0.25,0.08,-0.42,0.05,-0.03,3,1,3,0
23701,-0.01,-0.26,0.08,-0.42,0.05,-0.03,3,1,3,0
23760,0.01,-0.26,0.08,-0.42,0.05,-0.03,3,1,3,0
23821,0.04,-0.25,0.07,-0.42,0.05,-0.03,3,1,3,0
23881,0.07,-0.27,0.05,-0.42,0.05,-0.03,3,1,3,0
23941,0.09,-0.26,0.05,-0.42,0.05,-0.03,3,1,3,0
24002,0.12,-0.26,0.04,-0.42,0.05,-0.03,3,1,3,0
24061,0.13,-0.29,0.03,-0.42,0.05,-0.03,3,1,3,0
24122,0.16,-0.32,0.00,-0.42,0.05,-0.03,3,1,3,0
24182,0.19,-0.38,-0.02,-0.42,0.05,-0.03,3,1,3,0
24242,0.25,-0.46,-0.08,-0.41,0.05,-0.03,3,1,3,0
24302,0.27,-0.47,-0.09,-0.41,0.05,-0.03,3,1,3,0
