Format Version,1.24,Take Name,Take 2024-02-14 04.49.57 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-02-14 04.49.57.671 PM,Capture Start Frame,718672,Total Frames in Take,4534,Total Exported Frames,4534,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001
,ID,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
2321,19.341667,0.010341,0.845839,-0.532585,-0.028332,-89.013588,-677.544128,-955.439087
2322,19.350000,0.010903,0.846509,-0.531598,-0.026609,-86.965385,-678.136780,-958.425415
2323,19.358333,0.011506,0.847035,-0.530819,-0.025103,-85.222542,-678.952209,-960.931152
2324,19.366667,0.012989,0.847476,-0.530149,-0.023608,-84.228676,-679.776917,-963.103149
2325,19.375000,0.014180,0.847802,-0.529660,-0.022150,-82.936432,-680.633728,-965.114380
2326,19.383333,0.015182,0.847214,-0.530609,-0.021268,-82.129845,-682.425842,-964.890808
2327,19.391667,0.015366,0.846616,-0.531588,-0.020481,-80.884735,-684.358398,-964.462952
2328,19.400000,0.016166,0.845953,-0.532676,-0.018935,-79.177696,-686.417236,-963.908508
2329,19.408333,0.015909,0.845909,-0.532812,-0.017220,-76.416191,-687.912048,-964.842651
2330,19.416667,0.015213,0.845189,-0.534014,-0.015893,-73.553894,-690.123230,-964.330811
2331,19.425000,0.013872,0.845732,-0.533267,-0.013042,-68.525482,-691.238892,-966.632935
2332,19.433333,0.011146,0.846382,-0.532345,-0.011024,-63.484089,-692.227051,-969.039917
2333,19.441667,0.009408,0.846033,-0.532958,-0.009796,-59.925709,-694.175781,-969.238281
2334,19.450000,0.007112,0.846266,-0.532647,-0.008390,-55.783661,-695.472961,-970.654541
2335,19.458333,0.004736,0.846263,-0.532694,-0.007273,-51.814205,-696.912415,-971.481201
2336,19.466667,0.002337,0.846623,-0.532150,-0.006362,-48.154430,-697.898254,-973.075256
2337,19.475000,-0.000266,0.846288,-0.532689,-0.006303,-45.226982,-699.513367,-973.028076
2338,19.483333,-0.002698,0.845818,-0.533430,-0.006105,-42.272820,-701.202698,-972.549438
2339,19.491667,-0.004857,0.845013,-0.534692,-0.005837,-39.398830,-703.177307,-971.253601
2340,19.500000,-0.004551,0.843061,-0.537773,-0.005224,-37.927330,-706.330811,-967.174011
2341,19.508333,-0.004186,0.840779,-0.541343,-0.004580,-36.468510,-709.802673,-962.267883
2342,19.516667,-0.002618,0.837528,-0.546379,-0.003185,-35.087719,-714.256653,-954.985291
2343,19.525000,-0.001722,0.835390,-0.549655,-0.000410,-31.643179,-717.607361,-950.315125
2344,19.533333,-0.002475,0.833003,-0.553262,0.001395,-27.962238,-721.187500,-945.150391
2345,19.541667,-0.004982,0.832544,-0.553924,0.003725,-22.349253,-722.954651,-944.540466
2346,19.550000,-0.007881,0.833211,-0.552865,0.006206,-16.100697,-723.600037,-946.852356
2347,19.558333,-0.009838,0.833363,-0.552583,0.007813,-11.714644,-724.695374,-947.849365
2348,19.566667,-0.013847,0.834437,-0.550857,0.008959,-6.342165,-724.893921,-951.081543
2349,19.575000,-0.016637,0.834957,-0.549976,0.009839,-2.216879,-725.536011,-952.972168
2350,19.583333,-0.020093,0.834671,-0.550291,0.010042,1.675859,-726.873474,-953.039734
2351,19.591667,-0.021047,0.833893,-0.551395,0.011954,5.555889,-728.690979,-951.726807
2352,19.600000,-0.023676,0.832281,-0.553679,0.013715,10.618593,-731.122803,-948.491516
2353,19.608333,-0.024928,0.828930,-0.558578,0.015630,14.714340,-735.113770,-940.947571
2354,19.616667,-0.028095,0.824792,-0.564465,0.017527,20.370613,-739.484131,-931.634460
2355,19.625000,-0.030380,0.818301,-0.573657,0.019424,25.388512,-745.521179,-916.732910
2356,19.633333,-0.033797,0.810542,-0.584293,0.021933,32.114365,-751.885681,-899.066284
2357,19.641667,-0.036759,0.802579,-0.594847,0.025946,40.091179,-757.759827,-880.906372
2358,19.650000,-0.039492,0.795725,-0.603605,0.030385,48.400517,-762.442688,-865.519470
2359,19.658333,-0.046014,0.791293,-0.608746,0.034155,59.245461,-764.895813,-856.372192
2360,19.666667,-0.053988,0.789881,-0.609709,0.037786,71.208961,-765.125061,-854.565796
2361,19.675000,-0.058370,0.790218,-0.608633,0.041401,79.797844,-764.723389,-856.147400
2362,19.683333,-0.061684,0.792368,-0.605364,0.043393,85.637436,-763.514587,-861.942810
2363,19.691667,-0.063305,0.795397,-0.601193,0.043632,87.816452,-762.298340,-869.332275
2364,19.700000,-0.064269,0.797608,-0.598196,0.043046,88.419464,-761.831909,-874.698486
2365,19.708333,-0.063556,0.799014,-0.596448,0.042277,87.451088,-762.115906,-878.016846
2366,19.716667,-0.062839,0.799289,-0.596131,0.042611,87.844643,-762.897034,-878.779297
2367,19.725000,-0.063890,0.798269,-0.597313,0.043613,90.509964,-764.019653,-876.852417
2368,19.733333,-0.064486,0.796042,-0.600071,0.045527,93.886322,-765.768005,-872.057312
2369,19.741667,-0.065502,0.792874,-0.603883,0.048845,99.181610,-767.641846,-865.183289
2370,19.750000,-0.066956,0.789071,-0.608313,0.053283,106.101501,-769.419678,-856.970886
2371,19.758333,-0.068781,0.784227,-0.613949,0.057644,113.320663,-771.430786,-846.493652
2372,19.766667,-0.070660,0.778952,-0.620012,0.061851,120.364960,-773.352173,-835.077209
2373,19.775000,-0.072304,0.773941,-0.625681,0.065652,126.728790,-775.010193,-824.239136
2374,19.783333,-0.074581,0.770311,-0.629508,0.069129,133.216232,-775.780273,-816.587952
2375,19.791667,-0.075519,0.767803,-0.632058,0.072656,138.707672,-776.166199,-811.368774
2376,19.800000,-0.078457,0.765976,-0.633729,0.074243,143.818512,-776.211670,-807.970093
2377,19.808333,-0.080831,0.765269,-0.634099,0.075814,148.307510,-775.904663,-806.813171
2378,19.816667,-0.082676,0.764789,-0.634329,0.076741,151.730927,-775.766357,-806.148010
2379,19.825000,-0.085531,0.763960,-0.635026,0.076107,154.434860,-775.784485,-805.001282
2380,19.833333,-0.086606,0.762892,-0.636071,0.076869,156.927673,-776.052734,-802.877869
2381,19.841667,-0.089769,0.761691,-0.636976,0.077650,161.278519,-775.804504,-800.952454
2382,19.850000,-0.091742,0.759946,-0.638604,0.079065,165.287186,-775.838806,-797.630737
2383,19.858333,-0.093176,0.757631,-0.640920,0.080835,169.173981,-776.030945,-793.030090
2384,19.866667,-0.094538,0.755127,-0.643364,0.083237,173.632690,-776.113220,-787.959167
2385,19.875000,-0.095156,0.752186,-0.646337,0.086084,177.895508,-776.343933,-781.822388
2386,19.883333,-0.095704,0.749482,-0.648977,0.089140,182.191620,-776.378174,-776.088989
2387,19.891667,-0.096343,0.747621,-0.650576,0.092373,186.751968,-775.982178,-772.231750
2388,19.900000,-0.096922,0.747013,-0.650813,0.094981,190.628998,-775.330078,-771.037231
2389,19.908333,-0.098267,0.747469,-0.649868,0.096464,194.015335,-774.387390,-772.309082
2390,19.916667,-0.100560,0.748747,-0.648120,0.095952,196.200775,-773.423828,-775.523621
2391,19.925000,-0.100612,0.748887,-0.648092,0.094987,195.880341,-773.577881,-775.699341
2392,19.933333,-0.101024,0.749306,-0.647635,0.094357,196.176727,-773.491394,-776.447021
2393,19.941667,-0.102033,0.748013,-0.649151,0.093112,196.529312,-773.871155,-773.805908
2394,19.950000,-0.102107,0.747152,-0.650021,0.093863,198.070312,-773.881775,-771.761475
2395,19.958333,-0.102278,0.745083,-0.652215,0.094896,199.952759,-774.084106,-767.075989
2396,19.966667,-0.103508,0.742554,-0.654680,0.096405,203.447678,-773.888916,-761.856689
2397,19.975000,-0.105857,0.740303,-0.656531,0.098555,208.617722,-773.051941,-757.508606
2398,19.983333,-0.108035,0.737680,-0.658849,0.100375,213.347031,-772.328735,-752.423706
2399,19.991667,-0.110990,0.734856,-0.661314,0.101645,218.188156,-771.494080,-747.062439
2400,20.000000,-0.113851,0.731977,-0.663865,0.102620,222.599472,-770.676636,-741.554810
2401,20.008333,-0.116454,0.729196,-0.666369,0.103268,226.475739,-769.905212,-736.206055
2402,20.016667,-0.118143,0.726469,-0.668940,0.103944,229.567749,-769.317566,-730.745544
2403,20.025000,-0.119998,0.724674,-0.670433,0.104725,232.809952,-768.428894,-727.158447
2404,20.033333,-0.120616,0.723385,-0.671623,0.105307,234.734390,-767.878601,-724.232239
2405,20.041667,-0.121621,0.722640,-0.672351,0.104613,235.821426,-767.477478,-722.591309
2406,20.050000,-0.121348,0.722706,-0.672417,0.104053,235.710968,-767.335754,-722.069885
2407,20.058333,-0.121714,0.723348,-0.671907,0.102441,235.144287,-767.203003,-722.975403
2408,20.066667,-0.122088,0.723726,-0.671623,0.101186,234.865723,-767.090881,-723.224731
2409,20.075000,-0.121898,0.724024,-0.671492,0.100146,234.334763,-767.173096,-723.166687
2410,20.083333,-0.122295,0.725062,-0.670348,0.099814,235.050644,-766.739685,-724.875793
2411,20.091667,-0.122652,0.726324,-0.668894,0.099954,236.204391,-766.190918,-727.092285
2412,20.100000,-0.124099,0.727262,-0.667620,0.099857,238.132706,-765.407104,-728.984131
2413,20.108333,-0.126632,0.728874,-0.665407,0.099708,240.961639,-764.140076,-732.608521
2414,20.116667,-0.130115,0.730361,-0.663190,0.099102,244.280487,-762.624268,-736.359497
2415,20.125000,-0.132762,0.731453,-0.661673,0.097673,245.952087,-761.648804,-738.948853
2416,20.133333,-0.135718,0.731829,-0.660997,0.095342,247.213409,-760.835510,-740.359985
2417,20.141667,-0.137922,0.732929,-0.659566,0.093627,248.257019,-759.901672,-742.898193
2418,20.150000,-0.139724,0.733516,-0.658880,0.091153,248.014923,-759.402100,-743.971741
2419,20.158333,-0.139773,0.734451,-0.658176,0.088601,246.183167,-759.385803,-745.106506
2420,20.166667,-0.139794,0.735819,-0.656899,0.086670,244.839661,-759.065552,-747.211914
2421,20.175000,-0.137551,0.738665,-0.654466,0.084425,240.992447,-759.245117,-751.437866
2422,20.183333,-0.133682,0.742428,-0.651254,0.082447,235.946075,-759.611084,-757.167664
2423,20.191667,-0.130846,0.746643,-0.647419,0.079072,230.190842,-759.750610,-764.200439
2424,20.200000,-0.128440,0.752298,-0.641749,0.075558,224.458527,-759.203186,-774.506897
2425,20.208333,-0.127228,0.757575,-0.636262,0.071160,218.923187,-758.350220,-784.706177
2426,20.216667,-0.125290,0.763716,-0.629876,0.065555,211.324097,-757.486328,-796.601562
2427,20.225000,-0.120261,0.770804,-0.622648,0.060896,201.713623,-756.617188,-809.475403
2428,20.233333,-0.116363,0.777928,-0.614985,0.055503,192.262848,-755.098145,-823.134644
2429,20.241667,-0.112373,0.784609,-0.607700,0.049616,182.239838,-753.428101,-836.070679
2430,20.250000,-0.108358,0.792053,-0.599119,0.044357,172.599823,-750.751282,-850.783936
2431,20.258333,-0.105908,0.798444,-0.591439,0.038366,163.611359,-747.915588,-863.917053
2432,20.266667,-0.103257,0.805060,-0.583181,0.033427,155.402847,-744.302368,-877.577209
2433,20.275000,-0.099137,0.811913,-0.574513,0.030067,147.619415,-740.105347,-891.409607
2434,20.283333,-0.096530,0.817931,-0.566512,0.027103,141.673096,-735.612061,-903.925049
2435,20.291667,-0.093434,0.823167,-0.559554,0.023763,135.041809,-731.548340,-914.609009
2436,20.300000,-0.091242,0.828180,-0.552626,0.019913,128.593063,-727.215698,-925.125122
2437,20.308333,-0.086868,0.832923,-0.546247,0.017541,122.110207,-723.009399,-934.383850
2438,20.316667,-0.085564,0.836744,-0.540715,0.012851,115.407570,-719.185852,-942.306030
2439,20.325000,-0.083421,0.840191,-0.535768,0.008503,108.504753,-715.621216,-949.200989
2440,20.333333,-0.082142,0.844500,-0.529194,0.005109,103.248787,-710.661072,-958.508179
2441,20.341667,-0.079235,0.848406,-0.523376,0.002459,97.567581,-706.123535,-966.424500
2442,20.350000,-0.078163,0.852366,-0.517072,-0.000298,93.231514,-700.913086,-975.106934
2443,20.358333,-0.076780,0.856287,-0.510754,-0.002719,88.902626,-695.593811,-983.593323
2444,20.366667,-0.076494,0.860183,-0.504184,-0.005708,84.802177,-689.922241,-992.445801
2445,20.375000,-0.075429,0.864085,-0.497613,-0.006966,82.001312,-684.017334,-1000.963318
2446,20.383333,-0.073690,0.866885,-0.492951,-0.008974,78.048630,-679.624146,-1006.703125
2447,20.391667,-0.071876,0.869013,-0.489415,-0.011125,74.033646,-676.100525,-1010.804443
2448,20.400000,-0.069453,0.871110,-0.485992,-0.012465,70.596436,-672.572205,-1014.688110
2449,20.408333,-0.066937,0.872690,-0.483457,-0.014183,66.632957,-669.788269,-1017.186401
2450,20.416667,-0.064820,0.874312,-0.480736,-0.016415,62.342010,-666.815430,-1019.839783
2451,20.425000,-0.062592,0.876561,-0.476856,-0.018200,58.364998,-662.853760,-1024.057007
2452,20.433333,-0.060146,0.878170,-0.474052,-0.021787,52.200066,-659.870728,-1026.645508
2453,20.441667,-0.057217,0.880334,-0.470242,-0.024700,46.451313,-655.930542,-1030.665894
2454,20.450000,-0.054853,0.882736,-0.465841,-0.027577,40.990330,-651.442261,-1035.299194
2455,20.458333,-0.051991,0.885692,-0.460304,-0.031090,34.292175,-645.883240,-1041.315796
2456,20.466667,-0.049412,0.889025,-0.453873,-0.034532,27.632933,-639.425049,-1048.436157
2457,20.475000,-0.047170,0.892531,-0.446963,-0.037253,22.054340,-632.354614,-1056.108276
2458,20.483333,-0.045655,0.895691,-0.440430,-0.040931,15.864009,-625.530701,-1063.192383
2459,20.491667,-0.043853,0.898461,-0.434614,-0.044227,10.005654,-619.176331,-1069.267090
2460,20.500000,-0.040587,0.901390,-0.428609,-0.046287,4.681872,-612.493286,-1075.533569
2461,20.508333,-0.037325,0.903418,-0.424299,-0.049121,-1.386709,-607.355347,-1079.602661
2462,20.516667,-0.035991,0.904992,-0.420660,-0.052343,-6.772969,-602.915894,-1082.667236
2463,20.525000,-0.033108,0.906099,-0.418203,-0.054730,-12.001104,-599.576355,-1084.265381
2464,20.533333,-0.030613,0.906543,-0.417060,-0.057471,-17.178007,-597.510864,-1084.363525
2465,20.541667,-0.028587,0.907491,-0.414898,-0.059177,-21.011457,-594.551025,-1085.688843
2466,20.550000,-0.027308,0.908312,-0.412896,-0.061156,-24.656096,-591.746826,-1086.827759
2467,20.558333,-0.025988,0.910105,-0.408770,-0.062776,-27.968914,-586.800476,-1090.640381
2468,20.566667,-0.025087,0.912282,-0.403601,-0.064951,-31.958170,-580.838623,-1095.345215
2469,20.575000,-0.025057,0.914801,-0.397340,-0.068058,-36.657921,-573.698120,-1101.135010
2470,20.583333,-0.024786,0.917706,-0.390081,-0.070988,-41.427750,-565.388672,-1107.858887
2471,20.591667,-0.026400,0.920372,-0.382830,-0.075236,-46.774197,-557.058167,-1114.250244
2472,20.600000,-0.025933,0.922951,-0.375767,-0.079302,-53.138813,-548.617310,-1120.229248
2473,20.608333,-0.026172,0.925193,-0.369257,-0.083561,-59.483624,-540.788269,-1125.343750
2474,20.616667,-0.023848,0.927126,-0.363532,-0.087824,-67.029114,-533.389343,-1129.596436
2475,20.625000,-0.021133,0.928694,-0.358391,-0.092930,-75.924500,-526.482178,-1132.889526
2476,20.633333,-0.016625,0.930368,-0.353089,-0.097295,-84.826706,-519.098755,-1136.361450
2477,20.641667,-0.014302,0.931752,-0.348160,-0.102071,-93.100273,-512.273376,-1139.231812
2478,20.650000,-0.012306,0.933099,-0.343197,-0.106728,-100.916878,-505.347015,-1142.095703
2479,20.658333,-0.010166,0.934446,-0.338296,-0.110744,-108.050537,-498.480988,-1144.855225
2480,20.666667,-0.008044,0.935959,-0.333332,-0.113164,-112.947357,-491.513672,-1148.170288
2481,20.675000,-0.008323,0.937447,-0.327958,-0.116477,-117.973312,-484.316498,-1151.388184
2482,20.683333,-0.009062,0.938672,-0.322990,-0.120376,-123.530579,-477.559692,-1153.914185
2483,20.691667,-0.008573,0.940173,-0.317597,-0.123021,-127.920883,-470.070496,-1157.268799
2484,20.700000,-0.008065,0.941673,-0.312013,-0.125837,-132.587677,-462.251343,-1160.651245
2485,20.708333,-0.007082,0.942627,-0.307086,-0.130779,-140.455963,-455.058624,-1162.408569
2486,20.716667,-0.005727,0.943960,-0.301064,-0.135159,-147.693634,-446.402618,-1165.400024
2487,20.725000,-0.004043,0.944664,-0.296669,-0.139936,-155.530670,-439.568054,-1166.776367
2488,20.733333,-0.002589,0.945552,-0.292222,-0.143289,-161.325150,-432.789398,-1168.721924
2489,20.741667,-0.002109,0.945547,-0.289996,-0.147780,-168.102448,-428.751099,-1168.267212
2490,20.750000,-0.002502,0.946076,-0.287399,-0.149450,-170.993088,-424.707428,-1169.236206
2491,20.758333,-0.001213,0.945827,-0.286845,-0.152085,-175.797821,-422.658875,-1168.123291
2492,20.766667,-0.001830,0.946048,-0.285253,-0.153689,-178.194641,-419.891113,-1168.647339
2493,20.775000,-0.007131,0.946441,-0.282334,-0.156482,-180.719437,-416.607513,-1169.289062
2494,20.783333,0.000382,0.946955,-0.281850,-0.154390,-181.574081,-413.239075,-1170.943237
2495,20.791667,0.000566,0.947595,-0.278854,-0.155896,-184.506073,-408.390533,-1172.896118
2496,20.800000,0.003392,0.948050,-0.276264,-0.157698,-188.884827,-403.352264,-1174.383179
2497,20.808333,0.008173,0.949256,-0.271903,-0.157846,-192.044067,-395.758362,-1178.034790
2498,20.816667,0.011969,0.950729,-0.266717,-0.157586,-194.004303,-387.340240,-1182.797119
2499,20.825000,0.017315,0.951984,-0.261631,-0.158038,-197.748657,-378.679688,-1186.793579
2500,20.833333,0.021898,0.952564,-0.258097,-0.159776,-202.851028,-372.098083,-1188.796997
2501,20.841667,0.024207,0.953584,-0.253880,-0.160114,-204.880386,-365.236145,-1192.109009
2502,20.850000,0.027570,0.954727,-0.250196,-0.158549,-204.798965,-359.172089,-1195.789062
2503,20.858333,0.027405,0.954825,-0.249004,-0.159858,-206.929321,-356.771484,-1196.283569
2504,20.866667,0.026999,0.955366,-0.247080,-0.159685,-207.053146,-353.802216,-1197.921753
2505,20.875000,0.026996,0.955776,-0.245238,-0.160069,-208.158890,-350.872498,-1199.027832
2506,20.883333,0.027446,0.956375,-0.243115,-0.159651,-208.278259,-347.602356,-1200.827881
2507,20.891667,0.026747,0.956374,-0.242188,-0.161180,-210.524445,-345.963745,-1200.705811
2508,20.900000,0.027069,0.956786,-0.240543,-0.161144,-211.128647,-343.344299,-1201.904297
2509,20.908333,0.026249,0.957239,-0.238216,-0.162041,-212.462570,-340.026459,-1203.190308
2510,20.916667,0.026946,0.958057,-0.234936,-0.161884,-212.977341,-335.315338,-1205.607422
2511,20.925000,0.030670,0.959039,-0.230779,-0.161382,-214.053696,-328.865662,-1208.772217
2512,20.933333,0.030782,0.959812,-0.226740,-0.162489,-216.136032,-323.256683,-1210.913940
2513,20.941667,0.032217,0.960924,-0.221240,-0.163219,-218.153763,-315.563385,-1214.220581
2514,20.950000,0.032556,0.962586,-0.214248,-0.162681,-218.092010,-306.297668,-1218.959595
2515,20.958333,0.034242,0.963877,-0.207782,-0.163079,-219.675201,-297.287476,-1222.798828
2516,20.966667,0.033635,0.965278,-0.201185,-0.163193,-220.304413,-288.703186,-1226.610840
2517,20.975000,0.033899,0.966288,-0.196096,-0.163352,-221.193726,-281.875427,-1229.447388
2518,20.983333,0.033952,0.967156,-0.192169,-0.162872,-221.076111,-276.638672,-1231.954956
2519,20.991667,0.034573,0.968086,-0.188268,-0.161772,-220.398621,-271.341766,-1234.679077
2520,21.000000,0.035910,0.968797,-0.185515,-0.160394,-219.367554,-267.365295,-1236.976562
2521,21.008333,0.037588,0.969651,-0.181524,-0.159413,-218.913071,-261.621216,-1239.838379
2522,21.016667,0.039165,0.970854,-0.177205,-0.156545,-215.941345,-255.718552,-1243.491699
2523,21.025000,0.037267,0.972113,-0.171778,-0.155240,-213.998016,-248.905899,-1247.158325
2524,21.033333,0.037353,0.973827,-0.165965,-0.150735,-208.311432,-241.446426,-1252.129150
2525,21.041667,0.037619,0.975190,-0.160721,-0.147503,-204.613907,-234.677185,-1255.968750
2526,21.050000,0.038429,0.976738,-0.154210,-0.143965,-200.282013,-225.998810,-1260.714966
2527,21.058333,0.041640,0.977765,-0.151275,-0.139133,-194.719788,-221.804031,-1264.206421
2528,21.066667,0.041953,0.978513,-0.147499,-0.137826,-193.091675,-216.780411,-1266.773560
2529,21.075000,0.043330,0.978968,-0.144361,-0.137495,-193.028336,-212.446411,-1268.641357
2530,21.083333,0.044235,0.979008,-0.143758,-0.137551,-193.288605,-211.677338,-1269.417480
2531,21.091667,0.045152,0.979058,-0.143006,-0.137681,-193.783875,-210.769577,-1270.298706
2532,21.100000,0.045501,0.979449,-0.142484,-0.135307,-190.880051,-210.600449,-1271.929443
2533,21.108333,0.044046,0.980240,-0.141603,-0.130910,-184.993423,-210.494675,-1274.236694
2534,21.116667,0.039135,0.981200,-0.140387,-0.126515,-178.534531,-210.538620,-1276.761841
2535,21.125000,0.033955,0.982169,-0.137365,-0.123784,-174.126068,-207.914413,-1279.543213
2536,21.133333,0.026789,0.982976,-0.135644,-0.121005,-169.240097,-207.310944,-1281.844360
2537,21.141667,0.021998,0.983582,-0.133869,-0.119001,-165.752121,-206.288193,-1283.751587
2538,21.150000,0.016387,0.983925,-0.133718,-0.117234,-162.483353,-207.315369,-1284.935181
2539,21.158333,0.011679,0.984080,-0.134318,-0.115800,-159.980621,-209.324524,-1285.715332
2540,21.166667,0.009236,0.983953,-0.136747,-0.114247,-157.569656,-213.485489,-1285.675537
2541,21.175000,0.007971,0.983529,-0.140487,-0.113450,-156.354843,-219.209793,-1284.785522
2542,21.183333,0.007198,0.983062,-0.144553,-0.112434,-154.976944,-225.233475,-1283.800659
2543,21.191667,0.006914,0.982465,-0.149243,-0.111544,-153.940796,-232.082397,-1282.513062
2544,21.200000,0.006877,0.981836,-0.154771,-0.109530,-151.215866,-240.171494,-1281.074585
2545,21.208333,0.004981,0.981330,-0.160129,-0.106425,-146.628387,-248.316772,-1280.024292
2546,21.216667,0.002604,0.980980,-0.164584,-0.102879,-141.250961,-255.435974,-1279.491333
2547,21.225000,-0.001805,0.980998,-0.167173,-0.098454,-134.226837,-260.330841,-1280.155518
2548,21.233333,-0.007417,0.981403,-0.167379,-0.093689,-126.431480,-262.178955,-1282.030640
2549,21.241667,-0.015150,0.981966,-0.166238,-0.088759,-118.047050,-262.400482,-1284.615234
2550,21.250000,-0.022927,0.982566,-0.164162,-0.084194,-110.108185,-261.277344,-1287.379883
2551,21.258333,-0.030294,0.983014,-0.162545,-0.079660,-102.244270,-260.642365,-1289.795410
2552,21.266667,-0.036459,0.982359,-0.166721,-0.076453,-96.127434,-267.199341,-1288.984619
2553,21.275000,-0.043008,0.982381,-0.166796,-0.072503,-89.262718,-268.373871,-1290.435303
2554,21.283333,-0.049781,0.983421,-0.160496,-0.068162,-82.517944,-261.329956,-1295.270264
2555,21.291667,-0.057358,0.983417,-0.160796,-0.061197,-70.866783,-262.752838,-1297.471069
2556,21.300000,-0.064155,0.982989,-0.162393,-0.056969,-63.276104,-265.837341,-1298.200806
2557,21.308333,-0.071010,0.982353,-0.164813,-0.052688,-55.398785,-269.951385,-1298.466187
2558,21.316667,-0.077652,0.981515,-0.168181,-0.048090,-46.852207,-275.267670,-1298.307739
2559,21.325000,-0.081560,0.979541,-0.174398,-0.058594,-57.748581,-284.914581,-1295.897339
2560,21.333333,-0.085190,0.978954,-0.177224,-0.054614,-50.820095,-289.334290,-1295.908936
2561,21.341667,-0.089448,0.977941,-0.181418,-0.052134,-45.175838,-295.514893,-1295.439331
2562,21.350000,-0.095857,0.977265,-0.181828,-0.051994,-42.181618,-296.395172,-1297.203125
2563,21.358333,-0.102606,0.977270,-0.178324,-0.051145,-39.393471,-291.882599,-1300.815796
2564,21.366667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2565,21.375000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2566,21.383333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2567,21.391667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2568,21.400000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2569,21.408333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2570,21.416667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2571,21.425000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2572,21.433333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2573,21.441667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2574,21.450000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2575,21.458333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2576,21.466667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2577,21.475000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2578,21.483333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2579,21.491667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2580,21.500000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2581,21.508333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2582,21.516667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2583,21.525000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2584,21.533333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2585,21.541667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2586,21.550000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2587,21.558333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2588,21.566667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2589,21.575000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2590,21.583333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2591,21.591667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2592,21.600000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2593,21.608333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2594,21.616667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2595,21.625000,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2596,21.633333,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
2597,21.641667,-0.107986,0.977235,-0.175514,-0.050459,-37.159603,-288.270782,-1303.706787
