Format Version,1.24,Take Name,Take 2024-02-14 04.49.57 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-02-14 04.49.57.671 PM,Capture Start Frame,718672,Total Frames in Take,4534,Total Exported Frames,4534,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001
,ID,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E,B2996CA1CAF011EEDE8D34655A50118E
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
1109,9.241667,0.011508,0.900782,-0.356999,-0.247003,-360.181091,-373.877594,-1024.727295
1110,9.250000,0.009402,0.901835,-0.357349,-0.242709,-353.834045,-376.028351,-1028.389038
1111,9.258333,0.008870,0.902330,-0.358838,-0.238658,-348.808136,-378.936157,-1030.252563
1112,9.266667,0.008471,0.903602,-0.359198,-0.233258,-342.157318,-380.657776,-1034.521118
1113,9.275000,0.007722,0.904901,-0.359159,-0.228255,-335.716095,-381.934875,-1038.933716
1114,9.283333,0.009410,0.905704,-0.360407,-0.222979,-330.345978,-383.929413,-1041.804810
1115,9.291667,0.009096,0.907069,-0.360369,-0.217434,-323.529480,-385.154205,-1046.387451
1116,9.300000,0.008410,0.908715,-0.359682,-0.211650,-316.279541,-385.832794,-1051.744995
1117,9.308333,0.009134,0.909733,-0.360267,-0.206181,-310.156219,-387.420105,-1055.296021
1118,9.316667,0.010778,0.910937,-0.360805,-0.199741,-303.027161,-388.678406,-1059.705078
1119,9.325000,0.009471,0.911456,-0.362076,-0.195090,-296.652039,-391.601532,-1061.818726
1120,9.333333,0.007791,0.912109,-0.362996,-0.190344,-289.805817,-394.199615,-1064.539551
1121,9.341667,-0.002162,0.914137,-0.361157,-0.184160,-276.536499,-396.583069,-1071.302856
1122,9.350000,-0.001677,0.914353,-0.362657,-0.180100,-271.853271,-399.013824,-1072.649048
1123,9.358333,-0.002955,0.914975,-0.363262,-0.175651,-265.565338,-400.828918,-1075.342285
1124,9.366667,-0.003650,0.916159,-0.362600,-0.170766,-259.243713,-401.070953,-1079.445312
1125,9.375000,-0.004121,0.917151,-0.362474,-0.165618,-252.614288,-401.872894,-1083.086182
1126,9.383333,-0.004658,0.917438,-0.363693,-0.161287,-246.911636,-404.110535,-1084.748169
1127,9.391667,-0.003730,0.918010,-0.364591,-0.155940,-240.770370,-405.817749,-1087.079224
1128,9.400000,-0.005363,0.919229,-0.364118,-0.149693,-232.119263,-406.621460,-1091.233276
1129,9.408333,-0.004451,0.919457,-0.365530,-0.144797,-226.479202,-408.776825,-1092.688477
1130,9.416667,-0.001933,0.919492,-0.367484,-0.139592,-221.013641,-411.074463,-1093.973389
1131,9.425000,-0.001232,0.920250,-0.367703,-0.133916,-214.256668,-412.018005,-1097.027954
1132,9.433333,-0.002730,0.921506,-0.366502,-0.128435,-206.597717,-411.785034,-1101.481079
1133,9.441667,-0.002250,0.921557,-0.367876,-0.124074,-201.416275,-414.022675,-1102.608521
1134,9.450000,-0.002983,0.922499,-0.367241,-0.118833,-194.418076,-414.311249,-1106.240845
1135,9.458333,-0.004678,0.922715,-0.367849,-0.115161,-188.927017,-416.027039,-1107.753540
1136,9.466667,-0.004239,0.923083,-0.368410,-0.110340,-183.017258,-417.327850,-1109.862427
1137,9.475000,-0.002964,0.923053,-0.369911,-0.105498,-177.366699,-419.484131,-1110.947754
1138,9.483333,-0.003715,0.923664,-0.369868,-0.100143,-170.022156,-420.282410,-1113.705200
1139,9.491667,-0.003488,0.924432,-0.369571,-0.093974,-162.268982,-420.728119,-1116.704346
1140,9.500000,-0.004702,0.924441,-0.370816,-0.088787,-154.814667,-422.944641,-1117.745483
1141,9.508333,-0.004406,0.924791,-0.371489,-0.082082,-146.307083,-424.422516,-1119.537964
1142,9.516667,-0.005416,0.925660,-0.370702,-0.075530,-137.255829,-424.320740,-1122.912109
1143,9.525000,-0.004605,0.926131,-0.370795,-0.069072,-129.262695,-424.923431,-1125.126953
1144,9.533333,-0.004816,0.925818,-0.372474,-0.064040,-122.621048,-427.423920,-1125.155151
1145,9.541667,-0.006167,0.926486,-0.371737,-0.058293,-114.421272,-427.268250,-1127.841553
1146,9.550000,-0.005854,0.926974,-0.371472,-0.051901,-106.143204,-427.464539,-1130.132080
1147,9.558333,-0.005403,0.926736,-0.372668,-0.047441,-100.612648,-429.247253,-1130.385742
1148,9.566667,-0.006122,0.927127,-0.372302,-0.042309,-93.614990,-429.469452,-1132.237671
1149,9.575000,-0.006291,0.927256,-0.372457,-0.037845,-87.617119,-430.128113,-1133.684448
1150,9.583333,-0.005837,0.927999,-0.371157,-0.032023,-80.312759,-429.157654,-1136.513916
1151,9.591667,-0.007871,0.928020,-0.371392,-0.028027,-73.943748,-430.045044,-1137.532715
1152,9.600000,-0.008273,0.928143,-0.371378,-0.023687,-68.038216,-430.431549,-1138.813599
1153,9.608333,-0.008710,0.928355,-0.371141,-0.018305,-60.809677,-430.672455,-1140.241821
1154,9.616667,-0.009643,0.928633,-0.370652,-0.012817,-53.042324,-430.507690,-1141.965210
1155,9.625000,-0.009011,0.928528,-0.371080,-0.007350,-46.262699,-431.342072,-1142.535767
1156,9.633333,-0.008748,0.928151,-0.372095,-0.002053,-39.426689,-432.816376,-1142.336792
1157,9.641667,-0.009187,0.927898,-0.372710,0.002802,-32.922340,-433.913849,-1142.460449
1158,9.650000,-0.008873,0.927955,-0.372477,0.009003,-24.837681,-433.956665,-1143.587646
1159,9.658333,-0.009296,0.927823,-0.372650,0.013806,-18.216278,-434.462433,-1144.203857
1160,9.666667,-0.008948,0.928134,-0.371616,0.019698,-10.709946,-433.649689,-1145.853149
1161,9.675000,-0.011526,0.928032,-0.371528,0.024300,-3.036684,-433.714264,-1146.719360
1162,9.683333,-0.010328,0.928003,-0.371180,0.030492,4.428416,-433.610626,-1147.432373
1163,9.691667,-0.014287,0.928007,-0.370577,0.035671,13.613116,-432.913727,-1148.633545
1164,9.700000,-0.012169,0.927652,-0.370880,0.041975,20.691168,-433.496002,-1148.402466
1165,9.708333,-0.012810,0.927447,-0.370688,0.047627,28.429171,-433.321045,-1148.748901
1166,9.716667,-0.013874,0.926750,-0.371561,0.053715,37.160275,-434.323181,-1147.914795
1167,9.725000,-0.014254,0.926258,-0.371949,0.059131,44.395794,-434.828522,-1147.458374
1168,9.733333,-0.013138,0.926028,-0.371262,0.066812,53.938168,-434.154816,-1147.789673
1169,9.741667,-0.013954,0.925462,-0.371508,0.072851,62.346184,-434.378296,-1147.277954
1170,9.750000,-0.014130,0.925221,-0.370682,0.079764,71.509598,-433.450256,-1147.560791
1171,9.758333,-0.015281,0.924618,-0.370834,0.085616,79.788750,-433.556274,-1146.849365
1172,9.766667,-0.014829,0.924024,-0.370724,0.092320,88.441383,-433.370422,-1146.279297
1173,9.775000,-0.014654,0.923300,-0.370884,0.098729,96.830643,-433.444946,-1145.311401
1174,9.783333,-0.014344,0.923126,-0.369108,0.106734,107.308434,-431.283783,-1145.916138
1175,9.791667,-0.013372,0.922203,-0.369592,0.112982,114.894943,-431.931244,-1144.290283
1176,9.800000,-0.012691,0.921469,-0.369563,0.118981,122.191010,-432.004364,-1143.099854
1177,9.808333,-0.013564,0.920836,-0.369212,0.124741,130.273575,-431.306427,-1142.558594
1178,9.816667,-0.012054,0.920254,-0.368399,0.131417,138.127106,-430.520355,-1141.910767
1179,9.825000,-0.011634,0.919646,-0.367779,0.137311,145.558212,-429.747986,-1141.281128
1180,9.833333,-0.011185,0.918894,-0.367533,0.142929,152.707047,-429.377777,-1140.409668
1181,9.841667,-0.012653,0.917976,-0.367995,0.147447,159.190659,-429.575623,-1138.865967
1182,9.850000,-0.011641,0.917020,-0.367965,0.153426,166.364990,-429.542419,-1137.369019
1183,9.858333,-0.009681,0.916117,-0.368039,0.158695,171.923080,-429.982666,-1135.733032
1184,9.866667,-0.009235,0.915325,-0.367527,0.164376,179.184616,-429.267700,-1134.832153
1185,9.875000,-0.009609,0.914388,-0.367470,0.169612,186.208252,-428.868591,-1133.489990
1186,9.883333,-0.008929,0.913336,-0.367392,0.175386,193.232803,-428.775665,-1131.605347
1187,9.891667,-0.009488,0.912629,-0.366437,0.180948,200.673370,-427.461639,-1130.654419
1188,9.900000,-0.008852,0.911105,-0.367363,0.186693,207.661865,-428.289276,-1127.725464
1189,9.908333,-0.008135,0.910091,-0.366076,0.194052,216.867004,-426.581177,-1126.060547
1190,9.916667,-0.007861,0.908623,-0.366196,0.200610,224.898941,-426.522980,-1122.776001
1191,9.925000,-0.010450,0.907851,-0.364518,0.206937,234.303650,-423.540161,-1121.409912
1192,9.933333,-0.009540,0.905855,-0.366399,0.212339,241.237579,-425.037628,-1117.886719
1193,9.941667,-0.009067,0.904483,-0.366115,0.218603,248.757721,-424.389954,-1114.925293
1194,9.950000,-0.007894,0.902814,-0.366345,0.225070,256.250305,-424.346161,-1111.490967
1195,9.958333,-0.008101,0.901946,-0.365306,0.230174,263.051575,-422.664001,-1110.148560
1196,9.966667,-0.005336,0.901029,-0.363273,0.236962,269.904022,-421.194977,-1108.188232
1197,9.975000,-0.004117,0.899286,-0.364152,0.242201,275.659912,-421.945801,-1104.643799
1198,9.983333,-0.003138,0.898180,-0.363206,0.247678,282.131500,-420.699707,-1102.764771
1199,9.991667,-0.004310,0.897587,-0.361271,0.252590,288.668671,-418.249329,-1101.403198
1200,10.000000,-0.004893,0.894735,-0.365601,0.256439,293.623352,-421.624298,-1095.571045
1201,10.008333,-0.001466,0.894887,-0.359956,0.263832,301.151520,-416.707977,-1096.361572
1202,10.016667,-0.004242,0.893220,-0.361253,0.267650,306.981262,-416.758362,-1092.689941
1203,10.025000,-0.001006,0.892229,-0.358654,0.274395,313.459167,-414.776642,-1090.696289
1204,10.033333,-0.005417,0.891168,-0.359043,0.277270,319.235748,-413.318085,-1088.546753
1205,10.041667,-0.004716,0.890494,-0.356289,0.282943,325.688171,-410.373077,-1087.093384
1206,10.050000,-0.002805,0.889288,-0.354550,0.288884,332.090790,-408.552216,-1084.993774
1207,10.058333,-0.005522,0.887846,-0.355451,0.292155,336.928467,-408.267609,-1081.397095
1208,10.066667,-0.006967,0.886517,-0.355963,0.295515,341.639496,-407.800293,-1078.719482
1209,10.075000,-0.006194,0.884994,-0.355800,0.300255,346.517181,-407.518738,-1075.005005
1210,10.083333,-0.005674,0.883550,-0.355793,0.304498,351.342560,-407.058533,-1072.228516
1211,10.091667,-0.002846,0.882171,-0.354972,0.309452,355.157898,-407.077545,-1068.773315
1212,10.100000,-0.001473,0.880669,-0.354594,0.314138,359.592041,-406.773987,-1065.276245
1213,10.108333,0.003126,0.879010,-0.353205,0.320279,363.820953,-406.733704,-1061.308105
1214,10.116667,0.002397,0.878557,-0.351555,0.323328,367.944885,-404.518585,-1060.515869
1215,10.125000,0.006581,0.876476,-0.351712,0.328701,371.558899,-405.802368,-1055.810791
1216,10.133333,0.008509,0.876216,-0.348416,0.332836,375.737213,-402.943298,-1055.742188
1217,10.141667,0.009008,0.875180,-0.347342,0.336649,379.617798,-401.689453,-1053.602173
1218,10.150000,0.011593,0.874739,-0.345931,0.339159,380.922150,-401.245880,-1053.112671
1219,10.158333,0.010583,0.872847,-0.350605,0.339267,381.174469,-405.543884,-1048.790405
1220,10.166667,0.006925,0.870328,-0.357172,0.338982,381.993103,-410.569275,-1042.775513
1221,10.175000,0.001811,0.868491,-0.362080,0.338552,383.600952,-413.021912,-1038.454590
1222,10.183333,0.003522,0.867847,-0.362240,0.340018,384.848724,-413.698212,-1037.994507
1223,10.191667,0.008572,0.865716,-0.367535,0.339677,381.089447,-421.856812,-1033.757080
1224,10.200000,0.036672,0.848864,-0.406639,0.335753,351.272827,-477.658386,-994.289429
1225,10.208333,0.035343,0.847016,-0.410920,0.335351,350.968170,-481.504272,-990.696777
1226,10.216667,0.027322,0.850657,-0.406572,0.332170,353.602051,-474.167389,-999.722961
1227,10.225000,0.026993,0.849446,-0.409653,0.331507,352.566895,-477.162048,-997.471436
1228,10.233333,0.027105,0.848957,-0.411675,0.330244,350.839691,-479.444305,-996.843567
1229,10.241667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1230,10.250000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1231,10.258333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1232,10.266667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1233,10.275000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1234,10.283333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1235,10.291667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1236,10.300000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1237,10.308333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1238,10.316667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1239,10.325000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1240,10.333333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1241,10.341667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1242,10.350000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1243,10.358333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1244,10.366667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1245,10.375000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1246,10.383333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1247,10.391667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1248,10.400000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1249,10.408333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1250,10.416667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1251,10.425000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1252,10.433333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1253,10.441667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1254,10.450000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1255,10.458333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1256,10.466667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1257,10.475000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1258,10.483333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1259,10.491667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1260,10.500000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1261,10.508333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1262,10.516667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1263,10.525000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1264,10.533333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1265,10.541667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1266,10.550000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1267,10.558333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1268,10.566667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1269,10.575000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1270,10.583333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1271,10.591667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1272,10.600000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1273,10.608333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1274,10.616667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1275,10.625000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1276,10.633333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1277,10.641667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1278,10.650000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1279,10.658333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1280,10.666667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1281,10.675000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1282,10.683333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1283,10.691667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1284,10.700000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1285,10.708333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1286,10.716667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1287,10.725000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1288,10.733333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1289,10.741667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1290,10.750000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1291,10.758333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1292,10.766667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1293,10.775000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1294,10.783333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1295,10.791667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1296,10.800000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1297,10.808333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1298,10.816667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1299,10.825000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1300,10.833333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1301,10.841667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1302,10.850000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1303,10.858333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1304,10.866667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1305,10.875000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1306,10.883333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1307,10.891667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1308,10.900000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1309,10.908333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1310,10.916667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1311,10.925000,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1312,10.933333,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1313,10.941667,0.027178,0.848582,-0.413250,0.329233,349.479950,-481.220917,-996.390686
1314,10.950000,-0.010149,0.892797,-0.366323,0.261952,307.347900,-427.385803,-1105.328003
1315,10.958333,-0.013679,0.892431,-0.369363,0.258748,305.396820,-429.586243,-1104.820190
1316,10.966667,-0.015438,0.891868,-0.372509,0.256067,303.119141,-432.533478,-1103.765747
1317,10.975000,-0.013958,0.892158,-0.371286,0.256915,303.395081,-431.710938,-1104.295654
1318,10.983333,-0.012895,0.892302,-0.370476,0.257641,303.649261,-431.199677,-1104.473389
1319,10.991667,-0.013377,0.892980,-0.368852,0.257598,303.961212,-429.397491,-1105.990723
1320,11.000000,-0.011776,0.892841,-0.368929,0.258047,303.591858,-430.040161,-1105.613037
1321,11.008333,-0.011586,0.893196,-0.368012,0.258135,303.516846,-429.231598,-1106.275513
1322,11.016667,-0.011408,0.893511,-0.367518,0.257757,303.014008,-428.846466,-1106.993530
1323,11.025000,-0.011161,0.894187,-0.365716,0.257987,303.262146,-427.098785,-1108.474976
1324,11.033333,-0.011937,0.894499,-0.365641,0.256974,302.466125,-426.948883,-1109.294800
1325,11.041667,-0.011065,0.894064,-0.366958,0.256650,301.561066,-428.647247,-1108.386475
1326,11.050000,-0.011408,0.894179,-0.367269,0.255788,300.625580,-428.991943,-1108.674683
1327,11.058333,-0.011490,0.894510,-0.366681,0.255470,300.432159,-428.396973,-1109.579346
1328,11.066667,-0.011403,0.894282,-0.367663,0.254860,299.362366,-429.627869,-1108.865845
1329,11.075000,-0.010958,0.894398,-0.367653,0.254488,298.748718,-429.837067,-1109.158325
1330,11.083333,-0.011730,0.894625,-0.367433,0.253972,298.480408,-429.455231,-1109.664185
1331,11.091667,-0.011530,0.894559,-0.367762,0.253736,298.053864,-429.928162,-1109.509766
1332,11.100000,-0.011818,0.894719,-0.367712,0.253229,297.659576,-429.823212,-1109.981689
1333,11.108333,-0.011705,0.894852,-0.367484,0.253097,297.484100,-429.625183,-1110.359131
1334,11.116667,-0.011905,0.894976,-0.367529,0.252583,297.050293,-429.647308,-1110.792114
1335,11.125000,-0.011234,0.894964,-0.367484,0.252721,296.938019,-429.803619,-1110.846802
1336,11.133333,-0.012242,0.895658,-0.366074,0.252263,296.945496,-428.145660,-1112.363892
1337,11.141667,-0.011921,0.895530,-0.366772,0.251718,296.071655,-429.073212,-1112.069336
1338,11.150000,-0.011063,0.895346,-0.367293,0.251652,295.489807,-429.930542,-1111.684570
1339,11.158333,-0.011535,0.895399,-0.367890,0.250568,294.403931,-430.509735,-1111.787842
1340,11.166667,-0.011706,0.895828,-0.366978,0.250364,294.318878,-429.585663,-1112.777222
1341,11.175000,-0.011208,0.895555,-0.367562,0.250509,294.124908,-430.392212,-1112.169434
1342,11.183333,-0.010993,0.895570,-0.367766,0.250164,293.636963,-430.711243,-1112.269165
1343,11.191667,-0.011860,0.896056,-0.366855,0.249720,293.551636,-429.571167,-1113.354370
1344,11.200000,-0.011536,0.896145,-0.366817,0.249471,293.158325,-429.647797,-1113.635742
1345,11.208333,-0.011650,0.896182,-0.367144,0.248850,292.517426,-430.048584,-1113.833618
1346,11.216667,-0.011468,0.896158,-0.367309,0.248705,292.286774,-430.304749,-1113.856079
1347,11.225000,-0.011377,0.896023,-0.367507,0.248901,292.362457,-430.531708,-1113.488159
1348,11.233333,-0.011498,0.896152,-0.367356,0.248655,292.114532,-430.384644,-1113.714966
1349,11.241667,-0.011475,0.896195,-0.367610,0.248126,291.487946,-430.774475,-1113.827881
1350,11.250000,-0.011679,0.896200,-0.367863,0.247722,291.151093,-430.979858,-1113.859741
1351,11.258333,-0.011440,0.896397,-0.367388,0.247727,290.994965,-430.645844,-1114.250610
1352,11.266667,-0.011918,0.896307,-0.367788,0.247433,290.816895,-430.886261,-1114.079102
1353,11.275000,-0.011514,0.896393,-0.367614,0.247400,290.660431,-430.838654,-1114.445923
1354,11.283333,-0.011280,0.896241,-0.367803,0.247681,290.828613,-431.055695,-1114.104858
1355,11.291667,-0.012197,0.896811,-0.366738,0.247154,290.753998,-429.708740,-1115.418457
1356,11.300000,-0.011627,0.896559,-0.367658,0.246727,289.907532,-430.959442,-1114.881592
1357,11.308333,-0.011056,0.896426,-0.367949,0.246805,289.608429,-431.442230,-1114.571899
1358,11.316667,-0.011190,0.896633,-0.367840,0.246207,288.910706,-431.452911,-1114.932983
1359,11.325000,-0.011891,0.896778,-0.367763,0.245762,288.781036,-431.135437,-1115.398804
1360,11.333333,-0.011718,0.896703,-0.368132,0.245492,288.225311,-431.695892,-1115.113525
1361,11.341667,-0.011652,0.897003,-0.367408,0.245481,288.232788,-430.965607,-1115.814087
1362,11.350000,-0.011814,0.897118,-0.367532,0.244866,287.657196,-431.102448,-1116.140503
1363,11.358333,-0.011607,0.896942,-0.367992,0.244833,287.527008,-431.707306,-1115.823853
1364,11.366667,-0.011289,0.896847,-0.368444,0.244513,286.874481,-432.302826,-1115.562500
1365,11.375000,-0.010984,0.896886,-0.368427,0.244409,286.618225,-432.499115,-1115.660889
1366,11.383333,-0.011284,0.897213,-0.367958,0.243901,286.235870,-432.017090,-1116.434692
1367,11.391667,-0.011468,0.897234,-0.368212,0.243431,285.713348,-432.278534,-1116.467407
1368,11.400000,-0.010644,0.897376,-0.367660,0.243782,285.839935,-431.924805,-1116.981079
1369,11.408333,-0.010454,0.897341,-0.367952,0.243479,285.414734,-432.271790,-1117.076294
1370,11.416667,-0.010412,0.897398,-0.368055,0.243114,284.991302,-432.444977,-1117.266235
1371,11.425000,-0.010309,0.897456,-0.368149,0.242761,284.513489,-432.620972,-1117.403931
1372,11.433333,-0.010299,0.897493,-0.368197,0.242553,284.330353,-432.682922,-1117.599976
1373,11.441667,-0.010261,0.897351,-0.368674,0.242355,284.024353,-433.204437,-1117.318726
1374,11.450000,-0.010316,0.897394,-0.368832,0.241950,283.555298,-433.416351,-1117.411865
1375,11.458333,-0.010173,0.897362,-0.369039,0.241759,283.344421,-433.678558,-1117.462158
1376,11.466667,-0.010733,0.897491,-0.368998,0.241318,283.162933,-433.456848,-1117.848511
1377,11.475000,-0.011144,0.897621,-0.368759,0.241183,283.214783,-433.088379,-1118.190308
1378,11.483333,-0.010449,0.897611,-0.368867,0.241085,282.800140,-433.470734,-1118.234741
1379,11.491667,-0.010213,0.897714,-0.368525,0.241236,282.849457,-433.183746,-1118.489258
1380,11.500000,-0.010759,0.898169,-0.367435,0.241180,282.993988,-432.008148,-1119.374878
1381,11.508333,-0.009566,0.898043,-0.367667,0.241349,282.511505,-432.710083,-1119.053955
1382,11.516667,-0.009137,0.898541,-0.366294,0.241598,282.680603,-431.485168,-1120.243530
1383,11.525000,-0.008087,0.898743,-0.365340,0.242326,282.986694,-430.812012,-1120.689453
1384,11.533333,-0.008080,0.898952,-0.364981,0.242092,282.658478,-430.550323,-1121.107178
1385,11.541667,-0.007323,0.899282,-0.363994,0.242379,282.676117,-429.828400,-1121.904907
1386,11.550000,-0.006376,0.899548,-0.363046,0.242840,282.739868,-429.192078,-1122.469604
1387,11.558333,-0.005522,0.899888,-0.362130,0.242966,282.466888,-428.597717,-1123.313110
1388,11.566667,-0.004999,0.900090,-0.361843,0.242659,281.838837,-428.559906,-1123.865356
1389,11.575000,-0.004422,0.900502,-0.360648,0.242919,282.032288,-427.502289,-1125.054932
1390,11.583333,-0.004595,0.900639,-0.360931,0.241986,281.080933,-427.826874,-1125.544922
1391,11.591667,-0.004022,0.900774,-0.360491,0.242151,281.014862,-427.605865,-1125.971436
