time,femur_w,femur_x,femur_y,femur_z,femur_acc_x,femur_acc_y,femur_acc_z,tibia_w,tibia_x,tibia_y,tibia_z,tibia_acc_x,tibia_acc_y,tibia_acc_z,gf,mg,gt,mt
43146,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.38,-0.57,-0.17,9.48,3,3,3,0
43213,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.46,9.41,-0.56,-0.24,9.61,3,3,3,0
43278,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.53,9.39,-0.57,-0.24,9.58,3,3,3,0
43345,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.39,-0.57,-0.18,9.45,3,3,3,0
43414,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.55,9.52,-0.58,-0.29,9.66,3,3,3,0
43479,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.47,9.38,-0.55,-0.18,9.45,3,3,3,0
43546,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.49,9.56,-0.61,-0.24,9.62,3,3,3,0
43614,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.45,9.54,-0.54,-0.27,9.64,3,3,3,0
43678,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.05,-0.45,9.24,-0.56,-0.10,9.28,3,3,3,0
43747,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.49,9.53,-0.58,-0.25,9.73,3,3,3,0
43814,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.49,9.44,-0.56,-0.37,9.73,3,3,3,0
43879,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.08,-0.47,9.26,-0.56,-0.05,9.38,3,3,3,0
43947,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.87,-0.52,9.56,-0.57,-0.33,9.73,3,3,3,0
44014,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.47,9.34,-0.56,-0.19,9.50,3,3,3,0
44080,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.52,9.36,-0.58,-0.20,9.44,3,3,3,0
44147,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.88,-0.48,9.51,-0.55,-0.30,9.68,3,3,3,0
44215,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.00,-0.51,9.35,-0.56,-0.16,9.49,3,3,3,0
44279,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.49,9.44,-0.59,-0.20,9.55,3,3,3,0
44347,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.48,9.47,-0.56,-0.25,9.62,3,3,3,0
44416,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.50,9.38,-0.59,-0.20,9.50,3,3,3,0
44480,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.49,9.46,-0.55,-0.25,9.56,3,3,3,0
44548,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.51,9.47,-0.59,-0.29,9.60,3,3,3,0
44615,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.47,9.37,-0.56,-0.22,9.50,3,3,3,0
44
