Frame,time,X_rot,Y_rot,Z_rot,W_rot,X_bod,Y_bod,Z_bod,X_mkr1,Y_mkr1,Z_mkr1,X_mkr2,Y_mkr2,Z_mkr2,X_mk3,Y_mkr3,Z_mkr3,X_mkr4,Y_mkr4,Z_mkr4
2376,19.800000,0.253977,0.781523,-0.460879,0.335124,259.542053,-717.461853,-883.372620,9.791772,-72.748161,-682.030396,11.990048,-37.472694,-603.979675,68.302124,-55.908737,-567.682495,109.521156,-122.234634,-666.947021
2377,19.808333,0.251809,0.783927,-0.456640,0.336944,265.938171,-714.661926,-887.671265,10.155778,-73.501404,-682.643250,11.620212,-38.941868,-604.010254,68.336418,-56.776207,-568.277100,109.820030,-122.178017,-667.352051
2378,19.816667,0.252610,0.785274,-0.451186,0.340536,271.980408,-711.854126,-891.424805,10.473431,-74.360245,-683.134827,11.316727,-40.002476,-604.140625,67.136757,-57.952629,-567.323486,110.098259,-122.129936,-667.751038
2379,19.825000,0.250294,0.787760,-0.446345,0.342874,279.183899,-708.503662,-895.667480,10.638777,-75.271202,-683.440491,11.210039,-41.517757,-604.357178,66.739899,-58.927013,-567.170471,110.657234,-122.025154,-668.377747
2380,19.833333,0.248730,0.789427,-0.443029,0.344475,284.176544,-706.373474,-898.679138,11.008582,-76.094826,-683.918457,11.134641,-42.879383,-604.505554,66.653595,-59.753075,-567.590454,110.823746,-122.049324,-668.646667
2381,19.841667,0.249038,0.790845,-0.438469,0.346827,289.103455,-703.902100,-902.395020,11.468528,-76.836411,-684.500916,10.997007,-44.242691,-604.758301,66.340927,-60.845486,-567.337463,111.063896,-122.125046,-668.874817
2382,19.850000,0.250005,0.791542,-0.434585,0.349421,293.207214,-702.028870,-904.822449,11.999261,-77.559288,-685.148682,10.953136,-45.394821,-604.892151,65.670677,-61.692032,-567.185974,111.116402,-122.221207,-668.929626
2383,19.858333,0.250267,0.791622,-0.431935,0.352324,297.333069,-700.977295,-905.264832,12.354965,-78.262657,-685.603210,10.721375,-46.574409,-605.154114,65.412544,-62.577053,-567.266174,110.889275,-122.392021,-668.783142
2384,19.866667,0.249794,0.791984,-0.430121,0.354063,300.537415,-700.113037,-905.872559,12.738367,-78.888046,-686.145264,10.632305,-47.535892,-605.226501,65.360725,-63.207127,-567.593445,110.805107,-122.618004,-668.780151
2385,19.875000,0.249267,0.793156,-0.426803,0.355823,304.755066,-698.085876,-908.393311,13.001891,-79.506981,-686.597534,10.445895,-48.618271,-605.414246,65.158363,-64.108482,-567.572510,111.088165,-122.787514,-669.145142
2386,19.883333,0.248898,0.793766,-0.424770,0.357149,307.454254,-697.065979,-909.734070,13.285335,-80.169083,-687.068848,10.306198,-49.659958,-605.569580,64.831795,-64.788101,-567.814880,111.023392,-123.032974,-669.063232
2387,19.891667,0.250246,0.791221,-0.426507,0.359776,308.039581,-699.765930,-905.722534,13.617037,-80.980896,-687.544800,11.559936,-50.395679,-607.847717,64.938873,-65.340889,-568.358276,110.883530,-123.275101,-668.857300
2388,19.900000,0.253424,0.788795,-0.426557,0.362806,308.130432,-701.726868,-902.764404,13.996416,-81.810242,-688.149170,12.259713,-51.111778,-609.294128,64.212868,-66.182922,-568.163574,110.357384,-123.635651,-668.361877
2389,19.908333,0.251797,0.789243,-0.423987,0.365964,314.002014,-700.430969,-902.706787,14.199722,-82.763626,-688.504761,11.251777,-52.739479,-608.651917,64.070976,-67.026436,-568.399231,110.231003,-124.066833,-668.082275
2390,19.916667,0.249224,0.790227,-0.421203,0.368806,320.218872,-698.510681,-903.039429,14.246464,-83.842445,-688.722168,10.342527,-54.122940,-608.105774,63.597134,-67.827232,-568.575073,110.021858,-124.513199,-667.765686
2391,19.925000,0.249419,0.789648,-0.419507,0.371834,323.880951,-698.435242,-902.072327,14.464650,-84.912033,-689.090210,10.720036,-55.472149,-608.960632,63.104019,-68.812531,-568.281189,109.984711,-124.930908,-667.569275
2392,19.933333,0.250329,0.789400,-0.416389,0.375239,327.808716,-697.447510,-901.968445,14.560410,-85.881653,-689.359558,10.143985,-56.844730,-608.760742,62.006607,-69.784706,-567.565186,109.444107,-125.419525,-667.068481
2393,19.941667,0.248946,0.789470,-0.416521,0.375864,329.443146,-697.921204,-901.367249,14.442956,-86.683441,-689.436584,10.288194,-57.857689,-609.247986,62.254356,-70.436913,-568.165894,109.121178,-125.884232,-666.853394
2394,19.950000,0.248637,0.789935,-0.415074,0.376691,331.253754,-697.427307,-902.361511,14.478577,-87.351654,-689.692810,9.930750,-58.778591,-609.154175,61.953064,-71.096245,-568.213501,109.213814,-126.602661,-667.009827
2395,19.958333,0.240614,0.793427,-0.409024,0.381154,346.281036,-689.998291,-905.156189,14.562536,-87.875763,-690.042053,10.105074,-59.286674,-609.665283,62.041069,-71.592079,-568.730469,,,
2396,19.966667,0.246330,0.789526,-0.411183,0.383274,342.275726,-694.792847,-900.292542,14.746244,-88.340233,-690.506836,10.168593,-59.609936,-610.409363,61.421249,-72.304276,-568.608643,,,
2397,19.975000,0.249819,0.786960,-0.412308,0.385080,340.175964,-697.697632,-897.071045,14.861344,-88.809906,-690.981262,9.870925,-59.834782,-610.862305,60.844418,-72.783401,-568.602173,,,
2398,19.983333,0.257046,0.780575,-0.419215,0.385861,330.634613,-706.535522,-888.269409,15.129930,-89.144508,-691.679077,10.261839,-59.446075,-612.263184,60.813873,-72.977051,-569.302002,,,
2399,19.991667,0.266309,0.774816,-0.427890,0.381640,312.722931,-716.539795,-883.008972,15.432935,-89.520340,-692.366211,10.454813,-58.772934,-613.642212,60.663361,-73.072227,-570.014648,108.699417,-131.609406,-666.087402
2400,20.000000,0.269721,0.771326,-0.431099,0.382700,308.624542,-720.313538,-878.790955,16.023796,-89.933670,-693.385681,10.701408,-57.875935,-615.291260,60.549507,-73.113243,-570.756531,110.519005,-133.272491,-666.998108
2401,20.008333,0.274169,0.764969,-0.438680,0.383684,300.608002,-727.826477,-869.086548,16.469624,-90.451569,-694.303284,10.880955,-56.790157,-617.073181,60.779572,-72.838387,-572.125366,110.885101,-135.233963,-666.683472
2402,20.016667,0.276892,0.760559,-0.443774,0.384637,295.379547,-732.741150,-862.069336,16.595772,-91.133850,-694.925171,10.689081,-55.921284,-618.488098,60.589909,-72.707062,-572.808350,111.635345,-137.031891,-666.679871
2403,20.025000,0.274678,0.758276,-0.447741,0.386133,295.801636,-735.365540,-856.343201,16.558998,-91.723877,-695.463989,10.335279,-55.423908,-619.268005,60.460522,-72.770943,-573.634094,112.826897,-138.296814,-667.326965
2404,20.033333,0.277713,0.754657,-0.453009,0.384903,287.878479,-740.387085,-850.797668,15.967971,-92.270920,-695.492554,10.128695,-55.032696,-620.123291,60.565418,-72.896736,-574.351257,111.516129,-139.590897,-666.535889
2405,20.041667,0.276543,0.754635,-0.455506,0.382837,284.858063,-741.947754,-849.972290,15.092662,-92.576210,-695.388062,9.395251,-55.080788,-619.856995,60.410076,-73.072502,-575.129883,111.235611,-140.314621,-666.950378
2406,20.050000,0.273475,0.754378,-0.462927,0.376594,276.493622,-745.889404,-847.207031,13.791099,-92.742180,-694.922180,8.612540,-55.146286,-619.457947,61.829384,-73.099113,-576.840393,109.837830,-140.996918,-666.912781
2407,20.058333,0.275806,0.754924,-0.461345,0.375742,273.834381,-745.732971,-849.931702,12.676688,-92.750717,-694.667603,7.753292,-55.184441,-618.937622,60.217682,-73.766579,-575.553406,108.808990,-141.486862,-667.220398
2408,20.066667,0.278326,0.753821,-0.463320,0.373662,267.509094,-747.925842,-849.364746,11.614363,-92.867928,-694.457336,7.288324,-55.000965,-618.955933,59.669460,-74.062393,-575.450073,107.385498,-142.207870,-667.114807
2409,20.075000,0.276169,0.754313,-0.466012,0.370912,265.087433,-749.168823,-849.122375,10.757913,-93.144867,-694.355652,6.959299,-54.603062,-619.335754,60.003822,-74.154373,-576.326050,107.527130,-142.895432,-667.875000
2410,20.083333,0.272461,0.751853,-0.476625,0.365117,256.118774,-755.003357,-842.047668,10.363295,-93.565308,-694.735962,6.777269,-54.063934,-620.337891,61.757557,-73.515076,-579.397400,107.914948,-144.531631,-668.190552
2411,20.091667,0.270634,0.747757,-0.485603,0.363051,249.616776,-760.143738,-832.733826,10.238880,-94.057846,-695.316711,6.652999,-53.188419,-621.595032,63.244896,-73.276321,-581.606201,108.255196,-146.069000,-668.294373
2412,20.100000,0.283476,0.732259,-0.489462,0.379295,245.704697,-765.839844,-809.153259,10.269764,-94.485100,-696.125732,6.828325,-51.856281,-623.457764,56.093571,-69.556068,-578.707825,108.493019,-147.756241,-668.245239
2413,20.108333,0.296483,0.714862,-0.505999,0.380836,220.224792,-778.495056,-783.685303,10.109343,-94.846962,-696.736938,6.972731,-50.566853,-625.124451,54.811779,-67.757019,-579.615784,101.536446,-149.892227,-663.258789
2414,20.116667,0.305433,0.702370,-0.518255,0.380525,200.161850,-786.570801,-766.131409,9.870181,-95.002563,-697.413513,7.058770,-49.291809,-626.649231,54.073792,-66.557587,-580.475464,98.694206,-151.451904,-661.429932
2415,20.125000,0.312201,0.692090,-0.530023,0.377648,180.094482,-792.984192,-751.652832,9.336165,-95.105026,-697.801392,6.694949,-48.381142,-627.499268,53.598095,-65.591232,-581.325684,95.905418,-153.174286,-659.757812
2416,20.133333,0.318702,0.683465,-0.538572,0.375825,163.687378,-797.524109,-740.549622,8.625210,-95.157288,-698.109558,6.728718,-47.642643,-628.535706,52.968735,-65.019310,-581.842163,93.398094,-154.386093,-658.553284
2417,20.141667,0.320138,0.680415,-0.542894,0.373916,156.017838,-799.424683,-735.826355,7.432732,-95.373734,-697.931213,6.067127,-47.275127,-628.624390,52.220165,-64.814278,-581.974548,91.934181,-155.090179,-658.302307
2418,20.150000,0.319774,0.679797,-0.544934,0.372382,152.364700,-800.250122,-734.078735,6.109995,-95.632202,-697.642395,4.995284,-47.443119,-628.360657,51.363632,-64.851418,-581.868103,90.530022,-155.531265,-658.120117
2419,20.158333,0.316425,0.682726,-0.544604,0.370362,153.621292,-799.680054,-736.578857,4.737705,-95.863281,-697.387085,3.679021,-47.843815,-627.659851,50.799774,-65.070343,-581.933411,89.448769,-155.648834,-658.366516
2420,20.166667,0.314107,0.684544,-0.545352,0.367869,152.428574,-799.721680,-737.786621,3.051004,-96.097000,-696.764526,2.706236,-48.161507,-627.270325,50.001724,-65.479378,-581.699829,88.176239,-155.710709,-658.523376
2421,20.175000,0.310959,0.687627,-0.544756,0.365671,153.652283,-799.014221,-740.956665,1.536970,-96.224167,-696.364380,1.764642,-48.402161,-626.858032,49.340977,-65.766945,-581.534729,87.345863,-155.524551,-659.092346
2422,20.183333,0.308280,0.690917,-0.543548,0.363529,154.822327,-798.142578,-744.983093,-0.009550,-96.226974,-695.906067,0.663953,-48.576485,-626.298584,48.448326,-65.997154,-581.303833,86.516266,-155.459106,-659.751587
2423,20.191667,0.307788,0.691930,-0.544296,0.360889,151.875488,-798.079285,-746.692078,-1.149624,-95.876656,-695.962891,-0.114576,-48.344704,-626.103577,48.004593,-65.896217,-581.587708,85.286156,-155.343964,-660.194031
2424,20.200000,0.308618,0.691603,-0.546277,0.357800,145.960312,-798.653503,-746.744995,-2.444315,-95.405884,-695.804626,-1.068975,-48.090858,-625.854675,47.404488,-65.724953,-581.725342,83.583275,-155.488968,-660.245361
2425,20.208333,0.312277,0.689247,-0.548639,0.355551,137.721695,-799.624023,-745.641968,-3.272675,-94.835350,-696.194824,-1.145971,-47.278080,-626.506897,46.731022,-65.402451,-581.935364,82.143112,-155.611603,-660.441223
2426,20.216667,0.316071,0.684712,-0.553915,0.352770,126.521378,-801.453857,-740.554810,-3.962005,-94.296989,-696.603699,-1.114942,-46.242390,-627.393005,46.450352,-64.730812,-582.695129,80.472656,-156.022018,-660.369873
2427,20.225000,0.322172,0.678727,-0.558374,0.351786,114.870377,-803.253174,-734.959412,-4.318212,-93.830696,-697.428467,-0.997857,-45.140999,-628.608459,45.705784,-64.043442,-583.219116,78.917725,-156.561371,-660.163574
2428,20.233333,0.327355,0.671539,-0.564685,0.350721,102.297058,-805.306763,-726.314941,-4.638669,-93.480286,-698.172363,-1.250726,-44.159763,-629.593994,45.318848,-63.186428,-584.201294,77.058151,-157.208405,-659.501953
2429,20.241667,0.333592,0.663462,-0.570612,0.350624,89.689148,-807.132935,-717.480469,-4.610934,-93.246902,-699.348999,-0.964088,-43.163750,-631.178345,44.876911,-62.314022,-585.212708,75.522049,-157.849670,-659.068298
2430,20.250000,0.339332,0.654557,-0.577613,0.350389,76.158661,-808.848389,-706.746338,-4.909033,-93.121490,-700.144775,-0.732159,-42.173126,-632.856262,44.326008,-61.471699,-586.169800,73.654556,-158.442749,-658.251221
2431,20.258333,0.342440,0.649589,-0.581692,0.349862,67.812431,-809.506958,-700.971008,-5.424438,-92.903572,-700.789490,-1.132268,-41.384403,-633.620667,43.688168,-60.678017,-586.882690,72.319824,-158.792099,-658.184875
2432,20.266667,0.346361,0.644495,-0.585732,0.348681,57.979195,-809.932922,-695.818787,-6.116281,-92.444801,-701.412109,-1.412726,-40.547161,-634.558044,43.053513,-60.043278,-587.501465,70.580841,-158.950577,-657.916504
2433,20.275000,0.347605,0.643093,-0.588004,0.346200,51.768959,-809.757629,-694.713013,-7.375742,-91.833084,-701.487915,-1.963705,-39.906590,-634.851257,42.331825,-59.597713,-587.788879,69.108406,-158.758575,-658.214294
2434,20.283333,0.348278,0.643703,-0.588892,0.342864,46.887966,-809.190308,-696.781494,-8.703650,-90.950226,-701.660156,-2.781799,-39.338707,-634.762634,41.729027,-59.293774,-588.094666,67.597870,-158.306473,-658.811279
2435,20.291667,0.347002,0.647698,-0.587822,0.338441,44.923767,-808.068542,-702.864502,-10.494724,-89.901764,-701.321472,-4.140393,-38.859768,-634.051758,40.904156,-59.136505,-588.003662,65.973587,-157.598846,-659.576843
2436,20.300000,0.346300,0.651943,-0.586151,0.333877,42.838669,-806.752686,-710.198547,-12.287184,-88.668739,-701.077637,-5.220592,-38.208244,-633.444824,40.036392,-58.963081,-587.874084,64.550148,-156.770813,-660.756775
2437,20.308333,0.344588,0.656343,-0.585331,0.328421,40.496319,-805.369263,-716.987915,-14.095489,-87.297646,-700.797058,-6.164598,-37.487892,-632.937866,39.512470,-58.712936,-588.051514,63.259289,-155.915924,-662.039734
2438,20.316667,0.346187,0.658103,-0.584735,0.324253,35.104080,-804.175781,-722.110596,-15.570978,-85.956917,-700.849243,-7.037636,-36.656700,-632.709290,38.713779,-58.432384,-588.101440,61.586208,-155.209320,-662.866455
2439,20.325000,0.347099,0.659843,-0.584287,0.320528,30.540348,-803.031311,-726.422546,-17.055744,-84.724586,-700.818115,-8.186172,-35.908112,-632.313660,37.873802,-58.033741,-588.128113,59.929947,-154.583099,-663.552612
2440,20.333333,0.349234,0.658846,-0.585915,0.317272,23.340008,-802.331787,-726.983948,-18.238625,-83.683327,-701.094299,-8.641223,-34.931541,-632.607178,37.185818,-57.439552,-588.496582,58.268139,-154.169937,-663.974609
2441,20.341667,0.351804,0.656346,-0.588488,0.314844,15.507107,-801.918091,-725.262939,-19.121065,-82.846451,-701.479675,-9.041272,-33.854424,-633.208130,36.531960,-56.726612,-589.012146,56.749458,-154.032181,-664.237427
2442,20.350000,0.354844,0.651139,-0.593475,0.312876,5.100071,-801.893127,-718.841736,-20.076984,-82.221970,-701.825256,-9.495686,-32.894085,-633.998657,35.852787,-55.898750,-589.662537,54.659836,-153.923508,-663.668213
2443,20.358333,0.358536,0.646824,-0.596401,0.312052,-3.185484,-801.430725,-715.002502,-20.740295,-81.461945,-702.493408,-9.881095,-31.794056,-634.759827,35.009216,-54.942081,-590.107727,53.187435,-153.767120,-663.652222
2444,20.366667,0.362414,0.641447,-0.600950,0.309938,-14.359567,-800.834290,-709.307556,-21.705177,-80.551971,-702.743896,-10.225904,-30.544287,-635.572876,34.212994,-54.010441,-590.593872,51.065174,-153.569183,-663.196594
2445,20.375000,0.366529,0.637131,-0.604438,0.307206,-25.278831,-799.692200,-705.891602,-22.742210,-79.318314,-703.031738,-10.511634,-29.102928,-636.122131,33.433147,-53.050758,-590.869568,49.076832,-153.101837,-663.009827
2446,20.383333,0.369848,0.635858,-0.605595,0.303565,-34.055408,-798.016052,-707.035767,-24.164534,-77.651878,-702.942078,-11.408004,-27.806089,-635.863708,32.387680,-52.203701,-590.750061,46.976597,-152.275223,-663.154419
2447,20.391667,0.372346,0.637378,-0.605063,0.298340,-41.545712,-795.805298,-712.301758,-25.869518,-75.558548,-702.527161,-12.369365,-26.367605,-635.150024,31.388010,-51.501415,-590.371643,44.918674,-151.108017,-663.738281
2448,20.400000,0.373453,0.642979,-0.602013,0.291019,-46.719784,-792.926819,-723.521301,-27.758963,-72.991112,-701.945618,-13.688121,-25.107872,-633.700500,30.633633,-51.039825,-589.990051,43.130013,-149.818069,-664.858826
2449,20.408333,0.375034,0.648036,-0.598736,0.284453,-51.725433,-790.122803,-734.296143,-29.578602,-70.580078,-701.354248,-14.819228,-24.165398,-632.307373,29.806654,-50.768940,-589.364624,41.356205,-148.504837,-665.874573
2450,20.416667,0.373228,0.653964,-0.595901,0.279169,-52.596172,-787.976074,-743.062622,-31.587307,-68.785690,-700.502136,-16.223566,-23.359274,-630.912048,28.940037,-50.411449,-588.858398,39.958435,-147.300827,-666.805969
2451,20.425000,0.373874,0.655926,-0.594973,0.275656,-56.609406,-786.200989,-747.032288,-33.341526,-67.393524,-699.980408,-17.339035,-22.503792,-630.093323,27.862774,-49.999203,-588.266785,38.244553,-146.260681,-666.936890
2452,20.433333,0.373021,0.657472,-0.595409,0.272166,-60.118206,-784.815918,-748.602051,-34.975929,-66.169006,-699.386597,-18.617340,-21.774145,-629.102783,27.080654,-49.324005,-588.002563,36.623043,-145.375000,-666.903870
2453,20.441667,0.370575,0.659908,-0.596029,0.268225,-62.428204,-783.643860,-750.063232,-36.779842,-65.175888,-698.296997,-19.621367,-20.911242,-628.282043,26.255548,-48.723541,-587.625183,35.162548,-144.562424,-667.027710
2454,20.450000,0.372139,0.659386,-0.597153,0.264823,-68.945450,-782.096741,-750.321167,-37.921898,-63.912281,-697.859985,-20.484455,-19.934574,-627.528809,25.548355,-48.014359,-587.310547,33.317360,-143.751984,-666.729797
2455,20.458333,0.375545,0.658817,-0.597106,0.261514,-76.238976,-779.920227,-752.632019,-38.942642,-62.298737,-697.504150,-20.737196,-18.475986,-627.333252,24.635931,-47.288246,-586.732727,31.697754,-142.781448,-666.831177
2456,20.466667,0.376841,0.659529,-0.597469,0.256987,-82.771126,-777.652100,-754.847839,-40.334938,-60.531288,-696.712219,-21.651340,-17.261860,-626.243713,23.966389,-46.453716,-586.304321,29.888332,-141.629318,-666.728210
2457,20.475000,0.378689,0.661133,-0.596549,0.252245,-88.777489,-774.887207,-759.529785,-41.511650,-58.561260,-696.050659,-22.026442,-15.830556,-625.587891,23.316874,-45.741318,-585.755859,28.382675,-140.228302,-667.110962
2458,20.483333,0.379164,0.664908,-0.594149,0.247225,-92.342484,-771.901367,-766.697327,-42.789673,-56.709778,-695.050232,-22.772369,-14.541267,-624.355957,22.653555,-45.127663,-585.089600,26.999737,-138.690628,-667.620056
2459,20.491667,0.381173,0.668053,-0.590944,0.243304,-96.100533,-768.802612,-774.280823,-43.867527,-54.679768,-694.539612,-24.033066,-13.634435,-622.553345,22.009098,-44.560410,-584.368774,25.398943,-137.129425,-667.708313
2460,20.500000,0.378508,0.673483,-0.588441,0.238516,-96.290672,-766.301880,-781.041748,-45.574352,-53.192482,-692.914612,-24.784622,-12.593995,-621.221741,21.206659,-44.126225,-583.457703,24.319500,-135.519119,-668.200989
2461,20.508333,0.378673,0.677342,-0.585266,0.235112,-97.614861,-763.589539,-788.100159,-46.649872,-51.533905,-692.137573,-25.739101,-11.847020,-619.786011,20.638987,-43.679680,-582.712524,23.213152,-134.030029,-668.414490
2462,20.516667,0.377085,0.682275,-0.581983,0.231523,-97.198090,-761.047668,-795.371521,-47.771336,-49.992741,-691.223999,-26.787672,-11.187732,-618.138000,20.253147,-43.229805,-582.125183,22.338703,-132.609940,-668.726624
2463,20.525000,0.373753,0.686743,-0.580602,0.227142,-97.267464,-758.988831,-799.802490,-49.195774,-48.804192,-689.637085,-27.278896,-10.376188,-616.963806,19.822357,-42.786888,-581.415039,21.576202,-131.269958,-669.005310
2464,20.533333,0.372688,0.690309,-0.578106,0.224432,-97.292351,-756.788330,-805.038330,-50.141010,-47.527855,-688.716003,-28.117987,-9.669211,-615.619568,19.426107,-42.317356,-580.699219,20.810471,-130.042816,-669.065674
2465,20.541667,0.370334,0.692357,-0.578640,0.220614,-99.301224,-755.232422,-805.949219,-51.245323,-46.427727,-687.329834,-28.086384,-8.650717,-615.099670,19.139345,-41.706417,-580.169128,20.099339,-128.863342,-669.015076
2466,20.550000,0.368965,0.695978,-0.575945,0.218555,-98.294609,-753.138306,-810.960815,-52.024586,-45.248238,-686.467407,-29.099493,-8.085030,-613.441223,18.845751,-41.101986,-579.425293,19.444918,-127.640221,-668.938293
2467,20.558333,0.366740,0.698502,-0.575845,0.214476,-100.086212,-751.194092,-813.066345,-52.889874,-43.930702,-685.258545,-29.136597,-7.036770,-612.614136,18.870848,-40.424366,-579.018188,18.848087,-126.349060,-668.962280
2468,20.566667,0.369820,0.700237,-0.572541,0.212365,-102.838959,-747.929932,-819.318481,-53.061920,-42.077549,-684.878540,-29.548904,-6.176322,-611.441284,18.612762,-39.800430,-578.271240,18.215832,-124.989731,-668.983521
2469,20.575000,0.369842,0.702446,-0.571237,0.208507,-105.663094,-745.200439,-823.268250,-53.525551,-40.375725,-684.051819,-29.718481,-5.202179,-610.355591,18.765114,-39.121754,-577.895935,17.610767,-123.639145,-669.004211
2470,20.583333,0.372138,0.704085,-0.568338,0.206807,-107.597710,-742.271729,-828.523987,-53.887951,-38.777863,-683.499756,-29.833158,-4.261377,-609.549500,18.314766,-38.559479,-577.029236,17.148144,-122.331100,-669.032349
2471,20.591667,0.372531,0.705924,-0.566445,0.205019,-108.342621,-739.933228,-832.285767,-54.034534,-37.322651,-682.996826,-30.122400,-3.324255,-608.662842,18.324772,-37.814632,-576.682373,16.887623,-121.111221,-669.070251
2472,20.600000,0.372757,0.706885,-0.565404,0.204168,-108.772491,-738.276001,-834.088135,-54.320141,-36.174900,-682.499023,-30.261568,-2.398264,-608.145386,18.105278,-37.007347,-576.188599,16.667915,-120.036720,-668.957581
2473,20.608333,0.374562,0.706527,-0.564754,0.203902,-110.395340,-736.721069,-834.934692,-54.210835,-34.961899,-682.300354,-30.425219,-1.497437,-607.591431,17.988905,-36.142590,-575.827393,16.358496,-119.054657,-668.540710
2474,20.616667,0.374376,0.706749,-0.564828,0.203268,-110.901871,-735.650391,-834.865601,-54.269447,-33.990894,-681.995728,-30.475281,-0.564466,-607.169861,18.155504,-35.187031,-575.526001,16.208525,-118.073326,-668.281067
2475,20.625000,0.375727,0.706143,-0.564976,0.202467,-112.972733,-734.191772,-834.879028,-54.131199,-32.805828,-681.667297,-30.043205,0.660303,-607.142456,18.124973,-34.316574,-575.228333,16.158361,-117.062920,-668.131714
2476,20.633333,0.375015,0.706172,-0.565914,0.201061,-114.197365,-733.175720,-833.926453,-54.071507,-31.655487,-681.449036,-30.073162,1.584976,-606.599670,18.702641,-33.242416,-575.337830,16.012049,-116.089577,-667.774170
2477,20.641667,0.377966,0.705684,-0.564346,0.201654,-115.384361,-731.367310,-835.692383,-53.891098,-30.412437,-681.315002,-30.022297,2.604917,-606.131165,18.249365,-32.451168,-574.464172,15.912041,-115.122787,-667.380554
2478,20.650000,0.377735,0.704779,-0.566186,0.200093,-117.746590,-730.362122,-833.461731,-53.766426,-29.161413,-680.988892,-29.457201,3.940596,-606.220886,18.875080,-31.203476,-574.564331,15.962666,-114.076202,-667.178894
2479,20.658333,0.379553,0.703403,-0.567057,0.199022,-121.073502,-728.874451,-832.272461,-53.640228,-27.873976,-680.487061,-28.966990,5.240317,-606.071594,18.830544,-30.256599,-574.064880,15.773922,-113.040108,-666.686218
2480,20.666667,0.379466,0.704107,-0.566560,0.198112,-121.273201,-727.296387,-833.311829,-53.414528,-26.517044,-680.384338,-28.993214,6.179187,-605.306702,19.366169,-29.069298,-573.909790,15.859553,-111.898415,-666.557800
2481,20.675000,0.379328,0.703822,-0.567551,0.196545,-123.103752,-725.959229,-832.234314,-53.306263,-25.336395,-679.763611,-28.424887,7.509246,-605.127014,19.661009,-28.000683,-573.583557,15.891841,-110.774857,-666.295166
2482,20.683333,0.379586,0.703446,-0.568136,0.195707,-124.455055,-724.768616,-831.350342,-53.221619,-24.217266,-679.294006,-28.095644,8.724889,-604.773376,19.839668,-26.958736,-573.181946,15.860252,-109.706436,-665.878357
2483,20.691667,0.379258,0.702960,-0.569334,0.194601,-125.725952,-723.668213,-829.843933,-52.963963,-22.996691,-679.028381,-27.539473,10.047095,-604.736694,20.407257,-25.727787,-573.139771,16.084864,-108.585907,-665.717468
2484,20.700000,0.377948,0.702895,-0.570645,0.193544,-126.260284,-722.892090,-827.829102,-52.986065,-22.059776,-678.244385,-27.187807,11.240944,-604.416870,20.689817,-24.582302,-572.789490,16.140631,-107.517685,-665.279480
2485,20.708333,0.379001,0.701872,-0.571177,0.193629,-127.269432,-721.769043,-826.719910,-52.470242,-20.884539,-678.297485,-26.705549,12.496928,-604.229187,21.013252,-23.369318,-572.620056,16.348009,-106.456757,-664.944885
2486,20.716667,0.380446,0.699282,-0.573444,0.193461,-130.120712,-720.932678,-822.942566,-51.833248,-19.637625,-678.254028,-26.052593,13.946545,-604.445190,21.554644,-21.912846,-572.570007,16.460035,-105.463257,-664.388489
2487,20.725000,0.382370,0.696548,-0.575510,0.193394,-133.208160,-719.900513,-819.456848,-51.173954,-18.244764,-678.443359,-25.398476,15.515158,-604.529846,22.133715,-20.397190,-572.514832,16.572012,-104.454460,-663.843445
2488,20.733333,0.384572,0.693759,-0.577591,0.192854,-136.989670,-718.559082,-816.212708,-50.505375,-16.760065,-678.486145,-24.560471,17.153608,-604.720093,22.678564,-18.916660,-572.439575,16.685020,-103.375893,-663.403137
2489,20.741667,0.385795,0.691513,-0.579808,0.191820,-140.510117,-717.317383,-812.737793,-50.270542,-15.517776,-677.831360,-23.510258,18.816862,-605.020020,22.893398,-17.648964,-571.982239,16.764114,-102.271217,-662.870117
2490,20.750000,0.387264,0.690040,-0.580709,0.191439,-142.446014,-715.806519,-811.332397,-49.438606,-14.041052,-678.053955,-22.975744,20.179012,-604.675110,23.660070,-16.195919,-572.019958,17.055187,-101.070152,-662.543274
2491,20.758333,0.389266,0.688136,-0.581680,0.191284,-144.804672,-714.249817,-809.583313,-48.646996,-12.519958,-678.122864,-22.359926,21.621174,-604.493042,24.283819,-14.725535,-571.825317,17.256578,-99.885704,-662.012085
2492,20.766667,0.389479,0.687105,-0.583139,0.190110,-146.745316,-712.835876,-807.416321,-48.323353,-11.170873,-677.533508,-21.525206,23.096386,-604.358154,24.834040,-13.366025,-571.457642,17.543303,-98.646156,-661.625122
2493,20.775000,0.389855,0.686196,-0.584425,0.188671,-148.829651,-711.236694,-805.822571,-47.718079,-9.702609,-677.268250,-20.676132,24.646748,-604.193115,25.656521,-12.008735,-571.392334,17.868683,-97.384476,-661.359375
2494,20.783333,0.391168,0.685109,-0.585088,0.187842,-150.898407,-709.523010,-804.753723,-47.114368,-8.261831,-676.850464,-19.975115,26.050871,-603.876282,26.168650,-10.753944,-570.947021,18.136524,-96.190926,-660.875366
2495,20.791667,0.393095,0.683047,-0.586353,0.187386,-153.573196,-708.010681,-802.598389,-46.267288,-6.989143,-676.753784,-18.928078,27.577858,-603.815552,26.840723,-9.467730,-570.676819,18.452793,-95.083290,-660.343872
