Frame,time,X_rot,Y_rot,Z_rot,W_rot,X_bod,Y_bod,Z_bod,X_mkr1,Y_mkr1,Z_mkr1,X_mkr2,Y_mkr2,Z_mkr2,X_mk3,Y_mkr3,Z_mkr3,X_mkr4,Y_mkr4,Z_mkr4
1284,10.700000,-0.013803,0.925053,-0.378300,-0.031227,-58.187767,-459.271362,-1175.681641,-90.076309,43.985367,-660.800598,-27.591423,65.100830,-607.414795,34.619343,60.691814,-632.732239,-14.573970,25.115440,-741.047424
1285,10.708333,-0.015643,0.925449,-0.377246,-0.031402,-57.109154,-458.130005,-1176.461670,-90.349434,43.769321,-659.479797,-27.191687,65.286613,-607.149719,34.930931,60.736706,-632.370789,-14.078068,25.373516,-741.142639
1286,10.716667,-0.012719,0.924880,-0.378665,-0.032366,-59.687214,-459.280792,-1174.217407,-89.382027,44.365406,-659.879333,-26.722593,65.524689,-606.652466,35.216080,60.881428,-631.825256,-14.244917,25.415007,-740.038025
1287,10.725000,-0.013644,0.925217,-0.377834,-0.032066,-58.366066,-458.219788,-1174.948853,-89.208435,44.481518,-659.289490,-26.419571,65.607735,-606.287109,35.683670,61.114353,-631.661987,-13.519948,25.736454,-740.139526
1288,10.733333,-0.013632,0.925452,-0.377267,-0.031976,-57.824974,-457.357422,-1175.292236,-88.730324,44.704876,-658.981995,-25.911011,65.911087,-605.882202,36.078640,61.301723,-631.242065,-13.101095,26.031942,-740.014221
1289,10.741667,-0.012762,0.924964,-0.378435,-0.032647,-59.017437,-458.506897,-1173.308472,-88.471268,44.901348,-658.593018,-25.650055,65.990211,-605.533569,36.252239,61.374634,-630.704529,-13.223593,25.943708,-738.909058
1290,10.750000,-0.014730,0.925383,-0.377351,-0.032488,-57.090805,-457.096252,-1174.514771,-88.102814,45.070816,-658.171326,-25.187979,66.305244,-605.125488,37.017754,61.791103,-630.773376,-12.417040,26.414841,-739.272339
1291,10.758333,-0.013712,0.925230,-0.377741,-0.032768,-57.937546,-457.365692,-1173.409668,-87.817673,45.252197,-657.759338,-25.002213,66.394447,-604.774780,37.083927,61.823761,-630.090881,-12.470597,26.481707,-738.485596
1292,10.766667,-0.012140,0.925291,-0.377664,-0.032541,-58.273621,-457.035370,-1173.116699,-87.356079,45.594467,-657.616394,-24.532413,66.623062,-604.348022,37.051273,61.859150,-629.542175,-12.196426,26.653986,-738.115845
1293,10.775000,-0.013367,0.925324,-0.377515,-0.032867,-57.671623,-456.699371,-1172.938354,-87.293686,45.707912,-657.007446,-24.360613,66.805687,-604.023621,37.690372,62.182304,-629.318176,-11.900971,26.895823,-737.858643
1294,10.783333,-0.011693,0.924649,-0.379171,-0.033412,-59.137264,-458.347076,-1170.459961,-86.845070,45.964130,-656.763855,-24.018320,67.039719,-603.662781,37.733200,62.212997,-628.788574,-11.939743,26.770063,-736.850830
1295,10.791667,-0.013152,0.925017,-0.378266,-0.032933,-57.331650,-457.216003,-1171.316406,-86.658722,46.110748,-656.292725,-23.959419,67.036659,-603.088440,38.238556,62.588936,-628.693359,-11.286558,27.102551,-736.993042
1296,10.800000,-0.013582,0.925122,-0.378056,-0.032217,-55.629303,-456.769958,-1171.484741,-86.359009,46.201771,-656.070801,-23.312695,67.412857,-603.185974,38.695694,62.824539,-628.378113,-10.649860,27.398239,-736.949402
1297,10.808333,-0.011498,0.924912,-0.378645,-0.032153,-56.451870,-457.253754,-1170.365234,-85.676468,46.514500,-656.069580,-23.005796,67.438194,-602.642334,38.656300,62.743977,-627.797546,-10.575486,27.297632,-736.215332
1298,10.816667,-0.014450,0.924893,-0.378493,-0.033272,-55.804657,-457.069275,-1170.301147,-85.617180,46.364437,-655.335938,-22.585033,67.582191,-602.519958,39.598293,63.143215,-628.063416,-10.145667,27.552166,-736.204102
1299,10.825000,-0.012521,0.925191,-0.377845,-0.033141,-56.285595,-456.108154,-1170.794678,-84.930359,46.673164,-655.379700,-21.833380,67.812706,-602.449097,39.715370,63.014477,-627.495972,-9.756931,27.767279,-736.055176
1300,10.833333,-0.013824,0.925051,-0.378091,-0.033723,-55.855213,-456.385803,-1170.310059,-84.534424,46.782585,-655.210693,-21.904390,67.673950,-601.741211,40.618973,63.314602,-627.702637,-9.398950,27.752626,-735.652405
1301,10.841667,-0.014062,0.924893,-0.378411,-0.034352,-56.124805,-456.589172,-1169.616089,-84.148567,46.840885,-654.673584,-21.002701,68.022202,-601.866028,40.881142,63.397564,-627.350220,-9.044881,27.907951,-735.518738
1302,10.850000,-0.013091,0.925100,-0.377996,-0.033743,-55.708790,-456.105774,-1169.602905,-83.870781,46.885864,-654.259460,-20.892384,67.950661,-601.330750,40.814056,63.221611,-626.652344,-8.751452,27.930891,-735.026306
1303,10.858333,-0.014235,0.924554,-0.379135,-0.035411,-56.573471,-457.207764,-1168.118774,-83.279106,47.024433,-654.118164,-20.171900,68.188705,-601.330872,41.891239,63.621082,-626.984131,-8.412888,28.001810,-734.682434
1304,10.866667,-0.013904,0.925251,-0.377564,-0.034097,-54.492313,-455.334686,-1169.995117,-82.721039,47.244675,-654.129700,-19.873945,68.149475,-600.900635,42.281746,63.646442,-626.753906,-7.486791,28.313433,-735.136719
1305,10.875000,-0.014422,0.924726,-0.378716,-0.035335,-55.543434,-456.643280,-1168.041626,-82.587029,47.100754,-653.345459,-19.296654,68.272362,-600.852783,42.650295,63.668518,-626.364807,-7.518788,28.162455,-734.158325
1306,10.883333,-0.012651,0.924366,-0.379673,-0.035159,-55.706451,-457.478668,-1166.928101,-81.797905,47.408939,-653.728638,-18.573040,68.487335,-600.895752,43.164810,63.780590,-626.198059,-7.035747,28.155806,-733.952454
1307,10.891667,-0.013712,0.925107,-0.377914,-0.034204,-53.455475,-455.549591,-1168.823242,-81.603867,47.357006,-653.185791,-18.395592,68.375443,-600.353821,43.525341,63.806213,-625.989746,-6.226916,28.459059,-734.283936
1308,10.900000,-0.012777,0.924795,-0.378629,-0.035092,-54.637459,-456.171356,-1167.687744,-80.907898,47.591927,-653.127563,-17.653276,68.583237,-600.396362,44.086266,63.852631,-625.776855,-6.022254,28.449284,-733.766418
1309,10.908333,-0.013671,0.924339,-0.379586,-0.036411,-55.493011,-457.282806,-1166.208496,-80.742981,47.572704,-652.663452,-17.305498,68.587128,-600.139221,44.680489,63.960873,-625.778076,-5.798259,28.320230,-733.265930
1310,10.916667,-0.012597,0.925041,-0.377999,-0.035466,-54.258686,-455.276428,-1168.112061,-79.845673,47.904568,-652.855652,-16.725105,68.723816,-599.993042,45.088566,63.953930,-625.588440,-4.935978,28.759546,-733.794189
1311,10.925000,-0.013021,0.925481,-0.376985,-0.034603,-52.412624,-454.153168,-1169.162964,-79.640236,47.856991,-652.544678,-16.419443,68.661545,-599.673279,45.601631,63.997253,-625.332336,-4.343562,28.877842,-733.732483
1312,10.933333,-0.012344,0.924573,-0.379067,-0.036352,-54.707771,-456.328369,-1166.372803,-79.076591,47.991989,-652.240723,-15.630184,68.970894,-599.902039,45.920467,64.049232,-625.219604,-4.310362,28.685040,-733.103149
1313,10.941667,-0.014034,0.925027,-0.377892,-0.036422,-53.341965,-455.087860,-1167.564575,-78.929726,47.909184,-651.749084,-15.340925,68.912895,-599.440857,46.684704,64.158234,-625.226074,-3.687624,28.897436,-733.194824
1314,10.950000,-0.013165,0.924543,-0.379082,-0.036655,-53.526798,-456.202759,-1166.200928,-78.041473,48.177277,-652.194275,-14.780138,68.986969,-599.418335,47.302258,64.392723,-625.257080,-3.286171,28.852415,-732.786804
1315,10.958333,-0.012732,0.924660,-0.378785,-0.036936,-53.901852,-455.882385,-1166.082031,-77.791809,48.136448,-651.655273,-14.243610,69.053596,-599.274658,47.424225,64.216187,-624.772217,-3.036644,28.894714,-732.493286
1316,10.966667,-0.014044,0.925037,-0.377866,-0.036429,-51.984467,-454.908783,-1167.124023,-77.478493,48.110607,-651.323303,-13.967083,68.998489,-598.867249,48.018772,64.344154,-624.756592,-2.349765,29.015913,-732.764160
1317,10.975000,-0.013765,0.924434,-0.379194,-0.038019,-53.557602,-456.193024,-1165.565552,-76.738594,48.350422,-651.476379,-13.152559,69.217667,-599.074341,48.837482,64.542847,-625.044373,-2.029233,28.976200,-732.572266
1318,10.983333,-0.012289,0.924867,-0.378227,-0.037606,-53.556992,-455.086945,-1166.434570,-76.321457,48.389858,-651.251526,-12.588934,69.243469,-599.033264,48.879494,64.239082,-624.574280,-1.602287,29.090498,-732.541443
1319,10.991667,-0.012118,0.924903,-0.378003,-0.039004,-55.117783,-454.785828,-1166.340820,-75.818222,48.553246,-650.985168,-12.088742,69.172638,-598.736023,49.451897,64.228622,-624.617126,-1.454410,29.135242,-732.302612
1320,11.000000,-0.012364,0.924807,-0.378096,-0.040284,-56.158455,-454.846771,-1166.105469,-75.399811,48.611149,-650.888977,-11.438147,69.256393,-598.787476,50.156113,64.264168,-624.785095,-1.162475,29.178314,-732.279602
1321,11.008333,-0.012651,0.924395,-0.378885,-0.042190,-58.114052,-455.707642,-1164.884277,-74.944366,48.665417,-650.571228,-10.861563,69.294746,-598.821533,50.637463,64.256226,-624.858154,-1.105686,29.073933,-732.046082
1322,11.016667,-0.013214,0.925073,-0.377229,-0.041992,-56.988457,-453.863983,-1166.918945,-74.506859,48.755619,-650.378418,-10.358237,69.253845,-598.599854,51.178547,64.232613,-625.047363,-0.299475,29.325550,-732.619568
1323,11.025000,-0.015297,0.925042,-0.377043,-0.043624,-57.550266,-453.831482,-1166.912354,-74.499603,48.533070,-649.688354,-9.796201,69.255753,-598.622864,51.884926,64.261681,-625.309692,-0.007095,29.333908,-732.708191
1324,11.033333,-0.013733,0.924940,-0.377327,-0.043842,-58.172539,-453.975739,-1166.588013,-73.609970,48.810585,-650.195251,-9.317257,69.224342,-598.634766,52.445595,64.252975,-625.292969,0.303129,29.330202,-732.548767
1325,11.041667,-0.013112,0.924082,-0.379255,-0.045464,-60.315060,-456.120819,-1164.041870,-73.299553,48.785374,-650.080688,-8.604590,69.349030,-598.807068,52.808807,64.196541,-625.237854,0.309981,29.014246,-731.935669
1326,11.050000,-0.011827,0.924680,-0.377974,-0.044295,-59.207542,-454.634338,-1165.525391,-72.765404,48.913845,-650.159363,-8.337321,69.258987,-598.527710,52.827019,64.001534,-624.874146,0.884864,29.199684,-732.244995
1327,11.058333,-0.013117,0.925212,-0.376627,-0.044308,-58.103828,-453.182526,-1167.087402,-72.371933,48.864456,-649.857544,-8.065713,69.225800,-598.366394,53.352066,64.062225,-625.063904,1.386620,29.379074,-732.563660
1328,11.066667,-0.013557,0.924723,-0.377625,-0.045864,-59.460979,-454.267517,-1165.810059,-72.125137,48.867237,-649.787842,-7.453115,69.397903,-598.474365,53.997524,64.145889,-625.306580,1.498187,29.298439,-732.368347
1329,11.075000,-0.013928,0.924389,-0.378342,-0.046568,-59.679344,-454.985931,-1165.031250,-71.798843,48.980347,-649.772766,-6.814713,69.510597,-598.639709,54.542736,64.329643,-625.502258,1.892864,29.263111,-732.418640
1330,11.083333,-0.012272,0.924800,-0.377507,-0.045640,-59.264397,-454.006348,-1165.832397,-71.371246,49.087296,-649.710571,-6.653039,69.407761,-598.443726,54.422451,64.097404,-624.984558,2.135669,29.306549,-732.375549
1331,11.091667,-0.012806,0.924558,-0.377926,-0.046915,-60.351871,-454.528168,-1165.043335,-71.066299,49.090027,-649.515198,-6.475763,69.326736,-598.130554,54.960014,64.105553,-625.137939,2.207460,29.216816,-732.008423
1332,11.100000,-0.012563,0.924592,-0.377885,-0.046631,-59.741421,-454.465942,-1165.125610,-70.756401,49.064445,-649.476318,-5.932333,69.406593,-598.270447,55.206383,64.069664,-625.025513,2.652376,29.240061,-732.070068
1333,11.108333,-0.013226,0.924384,-0.378312,-0.047121,-59.466236,-454.929779,-1164.651123,-70.297546,49.053013,-649.558289,-5.462598,69.424438,-598.341064,55.944305,64.222710,-625.197998,3.063638,29.231413,-732.009949
1334,11.116667,-0.012734,0.924910,-0.377184,-0.045947,-57.719585,-453.606537,-1166.189453,-69.639893,49.080738,-649.759155,-5.003800,69.467987,-598.434509,56.237614,64.167473,-625.085754,3.741227,29.446787,-732.406189
1335,11.125000,-0.013691,0.924729,-0.377581,-0.046055,-56.858032,-454.169556,-1165.747803,-69.375946,48.874985,-649.476440,-4.394280,69.487915,-598.612732,56.678425,64.195854,-625.182739,4.263724,29.329512,-732.364075
1336,11.133333,-0.012402,0.924542,-0.378083,-0.046063,-57.111721,-454.707153,-1165.161499,-68.777512,48.983315,-649.860962,-3.915544,69.395126,-598.556030,57.129070,64.059769,-625.093140,4.653077,29.178902,-732.109924
1337,11.141667,-0.011817,0.924611,-0.378017,-0.045364,-55.773247,-454.538574,-1165.628662,-67.873642,49.129539,-650.416260,-3.414168,69.370941,-598.738464,57.898132,64.147781,-625.370117,5.500200,29.252705,-732.440857
1338,11.150000,-0.013220,0.924667,-0.377824,-0.045440,-54.662289,-454.592468,-1165.786865,-67.594337,48.723694,-650.131897,-3.093134,69.186371,-598.603516,58.406216,64.055679,-625.388000,5.890605,29.113102,-732.398071
1339,11.158333,-0.012545,0.925502,-0.376041,-0.043382,-51.770611,-452.679443,-1168.262207,-67.031372,48.721844,-650.394226,-2.645635,69.023041,-598.686096,58.712955,63.857735,-625.254517,6.940525,29.275381,-733.083313
1340,11.166667,-0.013061,0.924495,-0.378261,-0.045344,-53.468803,-455.163116,-1165.616455,-66.487328,48.627495,-650.551575,-1.738648,69.182129,-599.100037,59.462044,63.983665,-625.614258,7.062822,28.998556,-732.624634
1341,11.175000,-0.014017,0.924888,-0.377416,-0.044081,-50.754963,-454.316071,-1166.793091,-65.930481,48.536713,-650.612854,-1.567489,68.985901,-598.933228,59.966648,64.071510,-625.652222,7.820293,29.082373,-732.869080
1342,11.183333,-0.012597,0.924715,-0.378022,-0.042920,-49.483765,-454.865570,-1166.378296,-65.202209,48.604809,-651.179932,-1.020214,69.076843,-599.229431,60.284695,64.087738,-625.497253,8.391206,29.036995,-732.848022
1343,11.191667,-0.013857,0.925326,-0.376717,-0.040787,-45.450768,-453.576355,-1168.224854,-65.222725,48.323551,-650.760925,-0.729163,69.112190,-599.359619,60.673199,64.035789,-625.401245,9.538194,29.204014,-733.416260
1344,11.200000,-0.013238,0.924793,-0.378113,-0.040161,-44.384693,-455.091370,-1166.808594,-64.345520,48.427761,-651.529785,-0.522095,69.032928,-599.298889,61.355873,64.202919,-625.495728,9.944425,28.933107,-733.002136
1345,11.208333,-0.012326,0.925041,-0.377683,-0.038777,-42.509552,-454.596832,-1167.558594,-63.630207,48.428181,-651.939941,-0.083201,68.981445,-599.252319,61.719082,64.114586,-625.362915,10.713503,28.983263,-733.256226
1346,11.216667,-0.011966,0.925616,-0.376416,-0.037463,-40.429527,-453.155090,-1169.338013,-62.991550,48.497875,-652.222473,0.363760,68.884979,-599.258667,62.064995,64.100197,-625.406982,11.609796,29.166029,-733.808289
1347,11.225000,-0.012705,0.925698,-0.376030,-0.039027,-41.682995,-452.820099,-1169.640137,-62.704140,48.414379,-651.981812,1.013684,68.772346,-599.327698,62.632805,64.022812,-625.643494,11.781749,29.160221,-733.857239
1348,11.233333,-0.012240,0.925372,-0.376643,-0.040951,-44.026302,-453.521820,-1168.694092,-62.303383,48.394150,-651.663086,1.825310,68.895927,-599.663330,63.192429,63.805344,-625.725708,11.900887,29.046532,-733.746582
1349,11.241667,-0.012257,0.924972,-0.377421,-0.042768,-45.830025,-454.368134,-1167.724121,-61.860374,48.454666,-651.583496,2.619869,68.989204,-599.914795,63.976757,63.784184,-626.045532,12.156676,28.937519,-733.732910
1350,11.250000,-0.011800,0.925468,-0.376358,-0.041522,-43.837852,-453.217957,-1169.325562,-61.220333,48.575573,-651.879517,2.871478,68.793983,-599.705261,64.521423,63.720165,-626.205566,13.076576,28.970776,-734.251648
1351,11.258333,-0.011335,0.925716,-0.375851,-0.040718,-42.613605,-452.774078,-1169.959961,-60.793106,48.469715,-651.740234,3.158098,68.665138,-599.621887,64.836510,63.484795,-626.041809,13.763870,28.866777,-734.393188
1352,11.266667,-0.009933,0.925018,-0.377433,-0.042287,-44.791317,-454.477814,-1168.148071,-60.184002,48.567574,-651.938416,4.203242,68.869072,-600.034973,65.494072,63.344017,-626.242249,14.035501,28.611559,-734.296692
1353,11.275000,-0.008622,0.925020,-0.377413,-0.042698,-45.696491,-454.474365,-1168.146606,-59.779148,48.569168,-651.956909,4.790575,68.873596,-600.268921,65.754242,63.044617,-626.171753,14.375997,28.515612,-734.362305
1354,11.283333,-0.010386,0.924884,-0.377610,-0.043496,-45.127411,-454.840393,-1168.101318,-59.185650,48.480064,-652.051392,5.254359,68.680824,-600.243286,66.663261,63.231243,-626.718689,14.846151,28.396564,-734.620728
1355,11.291667,-0.010246,0.924804,-0.377797,-0.043623,-44.938385,-455.103180,-1168.018921,-58.767487,48.377007,-652.105164,5.857541,68.753983,-600.516296,66.948135,63.095421,-626.765625,15.295544,28.315004,-734.801636
1356,11.300000,-0.010973,0.924820,-0.377608,-0.044731,-45.503101,-454.981903,-1168.214111,-58.424736,48.238052,-651.930481,6.499022,68.728600,-600.739685,67.639709,63.036747,-627.069641,15.664337,28.322666,-734.976257
1357,11.308333,-0.009919,0.924859,-0.377508,-0.045000,-46.113117,-454.884491,-1168.420654,-58.065773,48.263176,-652.047180,7.014037,68.712730,-600.936768,67.845039,62.809536,-627.096497,16.005201,28.239904,-735.183289
1358,11.316667,-0.009320,0.924916,-0.377363,-0.045171,-46.241783,-454.679657,-1168.779907,-57.403683,48.404812,-652.349792,7.430055,68.642570,-601.049561,68.212746,62.770695,-627.317505,16.456009,28.201620,-735.513428
1359,11.325000,-0.008993,0.924710,-0.377727,-0.046409,-47.729332,-455.139008,-1168.339111,-56.936371,48.418789,-652.542969,7.799201,68.488068,-601.116150,68.716423,62.643871,-627.650940,16.416832,28.017042,-735.450195
1360,11.333333,-0.010245,0.925026,-0.376871,-0.046809,-47.307793,-454.491302,-1169.267212,-56.836533,48.149609,-652.148499,7.953188,68.146248,-600.857910,69.105659,62.464577,-627.845032,16.833620,27.902626,-735.731323
1361,11.341667,-0.009023,0.924794,-0.377359,-0.047704,-48.517693,-454.942627,-1169.011108,-56.119156,48.278389,-652.740234,8.860872,68.299271,-601.383667,69.707001,62.340847,-628.219116,17.233862,27.838968,-736.023804
1362,11.350000,-0.009179,0.924724,-0.377452,-0.048282,-48.814541,-455.182709,-1168.958252,-55.733345,48.162174,-652.817078,9.348271,68.119873,-601.600830,70.129318,62.221905,-628.410339,17.489019,27.690056,-736.113220
1363,11.358333,-0.010455,0.924836,-0.377038,-0.049108,-48.791843,-454.986359,-1169.442993,-55.353085,47.873592,-652.704041,9.870070,67.877220,-601.745544,70.639435,62.080551,-628.737976,17.811436,27.591087,-736.294495
1364,11.366667,-0.011807,0.924644,-0.377395,-0.049673,-48.136806,-455.573456,-1169.326904,-54.854424,47.657864,-652.901611,10.284098,67.798553,-601.977234,71.589012,62.107376,-629.319824,18.310465,27.449152,-736.573792
1365,11.375000,-0.010199,0.924919,-0.376865,-0.048934,-47.546749,-455.077545,-1170.324097,-54.275387,47.605446,-653.238342,10.988141,67.623512,-602.407104,71.791733,61.745045,-629.299927,19.075893,27.293850,-737.125488
1366,11.383333,-0.011197,0.925300,-0.375981,-0.048303,-45.668835,-454.364655,-1171.665649,-53.733631,47.316509,-653.465881,11.256563,67.265381,-602.428528,72.388092,61.643227,-629.682678,19.766840,27.236406,-737.502502
1367,11.391667,-0.011018,0.924484,-0.377828,-0.049537,-46.656975,-456.541992,-1169.814819,-53.090130,47.217709,-653.961853,12.038544,67.260155,-603.006592,73.244202,61.524963,-630.245483,20.039177,26.837929,-737.412964
1368,11.400000,-0.012565,0.924660,-0.377289,-0.049982,-45.891098,-456.285461,-1170.626221,-52.812794,46.759930,-653.716248,12.841269,67.100143,-603.430237,73.682823,61.334103,-630.527344,20.666315,26.710188,-737.968506
1369,11.408333,-0.011289,0.924672,-0.377259,-0.050293,-46.188763,-456.219421,-1171.320312,-51.739216,46.863041,-654.769348,13.684533,67.007996,-603.996399,74.493828,61.178524,-631.179138,21.327488,26.609762,-738.628113
1370,11.416667,-0.010672,0.924786,-0.376944,-0.050699,-46.449020,-455.998169,-1172.090576,-51.159397,46.734043,-655.081482,14.539387,66.881607,-604.664246,75.010941,60.866905,-631.545593,21.978617,26.483116,-739.248535
1371,11.425000,-0.011260,0.924695,-0.377031,-0.051578,-46.749443,-456.369415,-1172.280151,-50.639145,46.498478,-655.320190,15.188140,66.603165,-605.061768,75.604431,60.659466,-632.131958,22.390835,26.215092,-739.655029
1372,11.433333,-0.010372,0.924504,-0.377304,-0.053165,-48.684185,-456.819916,-1172.301636,-49.914021,46.410892,-655.957520,15.969898,66.394966,-605.597046,76.439529,60.292740,-632.856384,22.679928,25.925125,-740.080017
1373,11.441667,-0.010650,0.925294,-0.375360,-0.053132,-48.123520,-454.972961,-1174.862427,-49.360195,46.119331,-656.153992,16.417608,65.937904,-605.872498,76.741776,59.876499,-633.220398,23.379238,25.887520,-740.989563
1374,11.450000,-0.012351,0.924922,-0.375876,-0.055530,-49.553551,-455.883972,-1174.626343,-48.819141,45.906460,-656.468384,17.239658,65.596191,-606.461060,78.001770,59.775459,-634.471924,23.632874,25.582453,-741.375305
1375,11.458333,-0.012514,0.925075,-0.375392,-0.056213,-49.903244,-455.626068,-1175.561768,-48.144497,45.471756,-656.965942,18.051886,65.404503,-607.191223,78.361839,59.392815,-634.940308,23.957762,25.445396,-741.926819
1376,11.466667,-0.011741,0.925588,-0.374164,-0.056134,-49.518406,-454.413544,-1177.742554,-47.233856,45.484356,-657.941162,18.632458,64.925339,-607.667053,79.154221,59.116982,-635.724670,24.774700,25.313042,-742.967041
1377,11.475000,-0.011075,0.925309,-0.374808,-0.056570,-49.780846,-455.319092,-1177.621094,-46.668568,45.248016,-658.589294,19.491068,64.813438,-608.578369,79.781532,58.768440,-636.393555,25.302855,25.033030,-743.408020
1378,11.483333,-0.012500,0.925628,-0.374002,-0.056393,-48.183445,-454.714508,-1179.177246,-45.949615,44.920063,-659.372681,20.028389,64.351387,-609.108582,80.481407,58.770439,-637.156677,25.879969,25.019135,-744.025574
1379,11.491667,-0.014078,0.926243,-0.372503,-0.055831,-46.117039,-453.428894,-1181.475342,-45.444344,44.396214,-659.935852,20.393574,63.966526,-609.491821,81.045830,58.560490,-637.715698,26.497122,25.037664,-744.733521
1380,11.500000,-0.014918,0.926754,-0.371336,-0.054906,-43.934383,-452.419861,-1183.429565,-44.800682,43.976498,-660.661743,21.065615,63.591675,-610.181335,81.420807,58.410011,-638.015503,27.136555,25.036453,-745.324524
1381,11.508333,-0.016464,0.927105,-0.370512,-0.054102,-41.376240,-451.790009,-1185.233276,-44.155518,43.557728,-661.501160,21.669195,63.310654,-610.980835,82.159744,58.380543,-638.833069,27.946924,25.041918,-746.141541
1382,11.516667,-0.016767,0.927841,-0.368873,-0.052565,-38.698921,-450.170959,-1187.924805,-43.328938,43.192493,-662.531433,22.255533,62.954964,-611.677002,82.326752,58.157688,-639.136169,28.691629,25.145544,-746.995422
1383,11.525000,-0.018099,0.928041,-0.368470,-0.051400,-35.871704,-450.104828,-1189.243774,-42.803928,42.783504,-663.319092,22.334599,62.483589,-612.031311,83.115425,58.075630,-640.042725,29.429335,24.886780,-747.604675
1384,11.533333,-0.019290,0.927702,-0.369282,-0.051265,-34.504818,-451.401398,-1188.927979,-42.379719,42.276882,-663.859131,22.905893,62.217125,-612.896423,83.694389,57.946430,-640.608948,29.813025,24.508446,-747.895325
1385,11.541667,-0.020082,0.927852,-0.369015,-0.050154,-32.021271,-451.415009,-1190.144653,-41.894352,41.871548,-664.646851,23.394421,61.949043,-613.676208,84.208412,57.772411,-641.274963,30.663637,24.342987,-748.765076
1386,11.550000,-0.019620,0.928276,-0.368165,-0.048710,-29.769522,-450.676971,-1192.214355,-41.281719,41.592571,-665.706055,23.949366,61.743744,-614.536621,84.590019,57.441280,-641.906921,31.624199,24.234236,-749.978455
1387,11.558333,-0.019569,0.928512,-0.367636,-0.048231,-28.856731,-450.461884,-1193.512207,-40.842297,41.218395,-666.379272,24.177128,61.261898,-615.091309,84.861710,57.066799,-642.506165,32.029732,23.898018,-750.704529
1388,11.566667,-0.019520,0.928650,-0.367345,-0.047811,-27.862474,-450.392395,-1194.704468,-40.160114,40.969662,-667.553833,24.570423,60.859943,-615.786377,85.372757,56.882362,-643.324463,32.471279,23.663057,-751.489380
1389,11.575000,-0.020530,0.928434,-0.367772,-0.048285,-27.454712,-451.324219,-1194.956543,-39.975571,40.476353,-668.033569,25.071081,60.544312,-616.624817,85.943802,56.540535,-644.274536,32.896259,23.265219,-752.104431
1390,11.583333,-0.020046,0.928846,-0.366859,-0.047516,-26.383217,-450.639191,-1196.788940,-39.623741,40.102119,-668.693604,25.420378,60.177513,-617.396729,86.058220,56.014549,-644.753296,33.590343,23.017464,-753.261414
1391,11.591667,-0.019004,0.929034,-0.366553,-0.046619,-25.307110,-450.517029,-1198.193726,-38.991177,39.925163,-670.018066,25.741648,59.832527,-618.261719,86.450325,55.688702,-645.580322,34.151764,22.734329,-754.240417
1392,11.600000,-0.019490,0.928683,-0.367376,-0.046938,-24.960279,-451.888245,-1198.102295,-38.703083,39.454021,-670.736023,26.134367,59.468929,-619.145386,87.145981,55.373550,-646.569702,34.411953,22.247475,-754.709961
1393,11.608333,-0.017995,0.929011,-0.366769,-0.045763,-23.976891,-451.445465,-1199.747314,-38.145866,39.305386,-672.056396,26.085726,58.991714,-619.752014,87.237656,54.924187,-647.219543,34.841415,21.958906,-755.663391
1394,11.616667,-0.018532,0.928834,-0.367215,-0.045581,-23.023266,-452.347443,-1200.174316,-37.909721,38.814320,-672.704895,26.652220,58.706203,-620.931091,87.617554,54.633926,-648.091431,35.330715,21.545609,-756.513000
1395,11.625000,-0.017679,0.928883,-0.367290,-0.044299,-21.520277,-452.724945,-1200.981812,-37.664200,38.504944,-673.725098,26.772165,58.395992,-621.591248,87.709305,54.269112,-648.534912,35.753990,21.197216,-757.188965
1396,11.633333,-0.018733,0.929144,-0.366700,-0.043259,-19.282200,-452.455536,-1202.641602,-37.544476,38.001610,-674.398560,26.882086,58.039192,-622.432983,88.027924,54.019043,-649.413757,36.386883,20.978443,-758.316956
1397,11.641667,-0.017951,0.929222,-0.366665,-0.042194,-18.011610,-452.705841,-1203.651123,-37.215733,37.701157,-675.533142,27.179960,57.703773,-623.352356,88.101707,53.635288,-650.027771,36.798878,20.643303,-759.086243
1398,11.650000,-0.018977,0.929249,-0.366643,-0.041345,-16.077770,-453.101837,-1204.599731,-37.085609,37.146950,-676.373657,27.140409,57.316895,-624.071716,88.509933,53.411243,-650.913086,37.115826,20.326948,-759.787598
1399,11.658333,-0.016969,0.929255,-0.366840,-0.040324,-15.703604,-453.577179,-1205.279541,-36.593464,36.979504,-677.714966,27.138035,56.910778,-624.794128,88.416985,52.966084,-651.403748,37.208122,19.875572,-760.479553
1400,11.666667,-0.017090,0.929614,-0.366057,-0.039102,-13.938600,-453.114075,-1207.022095,-36.636005,36.559513,-678.397034,27.033789,56.366055,-625.391296,88.405045,52.568726,-652.096497,37.715511,19.530600,-761.517151
1401,11.675000,-0.017949,0.929336,-0.366759,-0.038732,-12.674873,-454.257477,-1207.329956,-36.487965,36.078281,-679.352539,27.344812,56.224049,-626.638733,88.743950,52.372192,-653.190491,38.029701,19.198069,-762.354248
1402,11.683333,-0.016951,0.929552,-0.366320,-0.038160,-12.544294,-454.130249,-1208.569458,-36.419285,35.745441,-680.265808,27.183533,55.729881,-627.287109,88.473572,51.792767,-653.707275,38.006046,18.834808,-763.071594
